Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
RandomForestClassifier,0.9413,0.9421,0.9413,0.9417,0.9439,0.9441,0.9439,0.9439,0.95,0.9507,0.95,0.95,0.9915,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
RandomForestClassifier,0.8979,0.8998,0.8979,0.8981,0.8933,0.8939,0.8933,0.8934,0.9,0.9069,0.9,0.9006,0.9681,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9065,0.9077,0.9065,0.906,0.9218,0.9216,0.9218,0.9217,0.9,0.9,0.9,0.9,0.9297,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8954,0.8974,0.8954,0.8951,0.932,0.9322,0.932,0.9318,0.8833,0.8836,0.8833,0.8823,0.971,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.7873,0.7885,0.7873,0.7868,0.7952,0.795,0.7952,0.794,0.8667,0.8736,0.8667,0.865,0.9165,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,RandomForestClassifier()
KNeighborsClassifier,0.8876,0.8888,0.8876,0.8877,0.8916,0.8919,0.8916,0.8915,0.8333,0.8391,0.8333,0.8348,0.9606,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8605,0.8621,0.8605,0.8605,0.8812,0.8813,0.8812,0.8813,0.8333,0.8426,0.8333,0.8341,0.8952,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8984,0.8997,0.8984,0.8983,0.9122,0.913,0.9122,0.9122,0.8167,0.8171,0.8167,0.8144,0.9587,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.9057,0.9062,0.9057,0.9056,0.9053,0.9063,0.9053,0.9055,0.8,0.8002,0.8,0.7988,0.9711,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,RandomForestClassifier()
MLPClassifier,0.8359,0.8401,0.8359,0.8365,0.8554,0.8573,0.8554,0.8558,0.8,0.8008,0.8,0.7982,0.9427,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.792,0.7944,0.792,0.7924,0.7917,0.7912,0.7917,0.7913,0.8,0.8012,0.8,0.7981,0.9109,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'A']",10,KNeighborsClassifier()
RandomForestClassifier,0.8196,0.8222,0.8196,0.8188,0.8055,0.8096,0.8055,0.8063,0.7833,0.8014,0.7833,0.7869,0.9389,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,RandomForestClassifier()
SVC,0.7881,0.8205,0.7881,0.7871,0.8003,0.8403,0.8003,0.8038,0.7833,0.8201,0.7833,0.7856,0.9033,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,SVC(probability=True)
KNeighborsClassifier,0.786,0.7945,0.786,0.7832,0.7866,0.7975,0.7866,0.7891,0.7833,0.799,0.7833,0.7846,0.9214,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
MLPClassifier,0.798,0.8265,0.798,0.7972,0.7711,0.816,0.7711,0.774,0.7833,0.8019,0.7833,0.7816,0.931,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,MLPClassifier()
KNeighborsClassifier,0.8087,0.8114,0.8087,0.807,0.7721,0.794,0.7721,0.7575,0.7833,0.7844,0.7833,0.7762,0.9311,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.82,0.8209,0.82,0.8189,0.8227,0.8217,0.8227,0.8209,0.7667,0.7759,0.7667,0.7692,0.9398,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'A']",10,DecisionTreeClassifier()
LogisticRegression,0.7878,0.8093,0.7878,0.7905,0.7874,0.8064,0.7874,0.7892,0.7667,0.7973,0.7667,0.7679,0.9006,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'A']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
