Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.8261;0.8369;0.8261;0.8267;0.8116;0.8088;0.8116;0.81;0.9167;0.9167;0.9167;0.9167;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 440, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=440)
MLPClassifier;0.8374;0.8463;0.8374;0.8378;0.7536;0.7787;0.7536;0.7548;0.8833;0.8868;0.8833;0.884;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
SVC;0.8213;0.8298;0.8213;0.8215;0.8116;0.8155;0.8116;0.8127;0.8833;0.8894;0.8833;0.8839;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 818};SVC(C=10, random_state=818)
KNeighborsClassifier;0.8084;0.8167;0.8084;0.8093;0.7971;0.8101;0.7971;0.8006;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.7842;0.8015;0.7842;0.7847;0.8406;0.8556;0.8406;0.8435;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.7906;0.8;0.7906;0.7912;0.7681;0.7716;0.7681;0.7696;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
MLPClassifier;0.8214;0.8342;0.8214;0.8223;0.8261;0.8348;0.8261;0.8272;0.8833;0.8833;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
MLPClassifier;0.8229;0.8306;0.8229;0.8233;0.8116;0.8102;0.8116;0.8091;0.8833;0.8833;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
KNeighborsClassifier;0.8099;0.8155;0.8099;0.81;0.8406;0.8452;0.8406;0.842;0.8833;0.884;0.8833;0.8833;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
MLPClassifier;0.8277;0.8353;0.8277;0.8279;0.8116;0.8085;0.8116;0.8093;0.8833;0.8857;0.8833;0.8831;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 876, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=876)
RandomForestClassifier;0.8343;0.842;0.8343;0.8352;0.8986;0.8997;0.8986;0.8988;0.8667;0.8759;0.8667;0.8684;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 311};RandomForestClassifier(n_estimators=5, random_state=311)
DecisionTreeClassifier;0.8406;0.8553;0.8406;0.8429;0.8261;0.8302;0.8261;0.8226;0.8667;0.8799;0.8667;0.868;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 365};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=365)
RandomForestClassifier;0.8341;0.8422;0.8341;0.8349;0.9275;0.9336;0.9275;0.9286;0.8667;0.8819;0.8667;0.868;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 247};RandomForestClassifier(n_estimators=10, random_state=247)
KNeighborsClassifier;0.8164;0.8277;0.8164;0.8186;0.7971;0.804;0.7971;0.7946;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
RandomForestClassifier;0.8502;0.8551;0.8502;0.8498;0.8406;0.8385;0.8406;0.8385;0.8667;0.8806;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 625};RandomForestClassifier(n_estimators=10, random_state=625)
RandomForestClassifier;0.8631;0.8719;0.8631;0.864;0.7971;0.7994;0.7971;0.798;0.8667;0.8704;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 247};RandomForestClassifier(n_estimators=10, random_state=247)
RandomForestClassifier;0.8292;0.8393;0.8292;0.8295;0.8986;0.8986;0.8986;0.8986;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 625};RandomForestClassifier(n_estimators=10, random_state=625)
KNeighborsClassifier;0.7956;0.8083;0.7956;0.7959;0.8551;0.8764;0.8551;0.8545;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.7922;0.8081;0.7922;0.7923;0.8551;0.8651;0.8551;0.8575;0.8667;0.8692;0.8667;0.8669;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
SVC;0.8196;0.831;0.8196;0.8198;0.7681;0.8083;0.7681;0.7738;0.8667;0.875;0.8667;0.8668;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 748};SVC(C=10, random_state=748)
KNeighborsClassifier;0.8212;0.828;0.8212;0.8222;0.7971;0.805;0.7971;0.7986;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8084;0.8173;0.8084;0.8092;0.8116;0.8188;0.8116;0.8136;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8228;0.8311;0.8228;0.8239;0.7681;0.7892;0.7681;0.7726;0.8667;0.8667;0.8667;0.8667;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
MLPClassifier;0.8116;0.8225;0.8116;0.8126;0.8696;0.8738;0.8696;0.8699;0.8667;0.8672;0.8667;0.8666;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 440, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=440)
RandomForestClassifier;0.847;0.8531;0.847;0.848;0.8261;0.8377;0.8261;0.8291;0.8667;0.8724;0.8667;0.8662;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 311};RandomForestClassifier(n_estimators=10, random_state=311)
RandomForestClassifier;0.8358;0.841;0.8358;0.8362;0.8406;0.8484;0.8406;0.842;0.85;0.864;0.85;0.8518;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 311};RandomForestClassifier(n_estimators=10, random_state=311)
RandomForestClassifier;0.8228;0.8275;0.8228;0.8224;0.8986;0.9159;0.8986;0.8987;0.85;0.8611;0.85;0.8517;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 625};RandomForestClassifier(n_estimators=20, random_state=625)
MLPClassifier;0.81;0.8245;0.81;0.8106;0.8406;0.858;0.8406;0.8429;0.85;0.8541;0.85;0.851;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 712, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=712)
RandomForestClassifier;0.8551;0.8611;0.8551;0.8557;0.8116;0.821;0.8116;0.8146;0.85;0.8541;0.85;0.851;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 625};RandomForestClassifier(n_estimators=20, random_state=625)
MLPClassifier;0.8228;0.8321;0.8228;0.8232;0.8116;0.8195;0.8116;0.8131;0.85;0.8542;0.85;0.8506;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 712, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=712)
SVC;0.8164;0.829;0.8164;0.818;0.8551;0.8746;0.8551;0.8528;0.85;0.8686;0.85;0.8504;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 65};SVC(C=10, random_state=65)
SVC;0.8212;0.8307;0.8212;0.8226;0.7101;0.7393;0.7101;0.7062;0.85;0.8686;0.85;0.8504;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 748};SVC(C=10, random_state=748)
KNeighborsClassifier;0.8034;0.8096;0.8034;0.803;0.8116;0.8472;0.8116;0.8126;0.85;0.8505;0.85;0.8499;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
