Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9147;0.9186;0.9147;0.9145;0.8696;0.8751;0.8696;0.8677;0.9;0.9061;0.9;0.9015;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 612};RandomForestClassifier(n_estimators=20, random_state=612)
RandomForestClassifier;0.9098;0.916;0.9098;0.91;0.971;0.9716;0.971;0.971;0.8833;0.8918;0.8833;0.8847;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
RandomForestClassifier;0.9146;0.9188;0.9146;0.9157;0.9275;0.9333;0.9275;0.9266;0.8833;0.8918;0.8833;0.8847;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 735};RandomForestClassifier(n_estimators=20, random_state=735)
RandomForestClassifier;0.9146;0.9213;0.9146;0.9148;0.9565;0.9594;0.9565;0.9558;0.8833;0.8875;0.8833;0.884;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
KNeighborsClassifier;0.8261;0.8367;0.8261;0.8274;0.8841;0.8836;0.8841;0.8819;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
KNeighborsClassifier;0.855;0.862;0.855;0.8557;0.8696;0.8689;0.8696;0.8681;0.8833;0.8848;0.8833;0.8837;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
RandomForestClassifier;0.921;0.9271;0.921;0.9207;0.8841;0.8847;0.8841;0.8819;0.8833;0.8884;0.8833;0.8834;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
DecisionTreeClassifier;0.8599;0.8669;0.8599;0.8591;0.8406;0.8483;0.8406;0.8347;0.8833;0.8827;0.8833;0.8815;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 140};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=140)
DecisionTreeClassifier;0.8631;0.8737;0.8631;0.8631;0.8986;0.8976;0.8986;0.8972;0.8833;0.8844;0.8833;0.8814;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 805};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=805)
KNeighborsClassifier;0.8519;0.8599;0.8519;0.8523;0.8551;0.8665;0.8551;0.8568;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.9098;0.9166;0.9098;0.9103;0.913;0.9135;0.913;0.913;0.8667;0.8739;0.8667;0.8679;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 733};RandomForestClassifier(n_estimators=20, random_state=733)
KNeighborsClassifier;0.8407;0.8527;0.8407;0.8411;0.913;0.9142;0.913;0.9133;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8229;0.8347;0.8229;0.8232;0.9275;0.931;0.9275;0.9281;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8503;0.8629;0.8503;0.8519;0.8551;0.8556;0.8551;0.8542;0.8667;0.873;0.8667;0.8675;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8406;0.8498;0.8406;0.8404;0.8841;0.8924;0.8841;0.8856;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
KNeighborsClassifier;0.8454;0.8544;0.8454;0.8459;0.8841;0.8846;0.8841;0.884;0.8667;0.869;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
RandomForestClassifier;0.9146;0.9175;0.9146;0.9143;0.9275;0.9297;0.9275;0.9278;0.8667;0.8704;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 612};RandomForestClassifier(n_estimators=20, random_state=612)
RandomForestClassifier;0.9227;0.9259;0.9227;0.9228;0.9275;0.9293;0.9275;0.9281;0.8667;0.8704;0.8667;0.8674;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 735};RandomForestClassifier(n_estimators=20, random_state=735)
DecisionTreeClassifier;0.8647;0.8705;0.8647;0.8644;0.8841;0.8885;0.8841;0.8852;0.8667;0.8705;0.8667;0.8672;smote;250;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 140};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=140)
