Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
SVC;0.8287;0.8349;0.8287;0.83;0.8194;0.8269;0.8194;0.8212;0.9333;0.9444;0.9333;0.9341;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 611};SVC(C=10, random_state=611)
RandomForestClassifier;0.8626;0.8665;0.8626;0.8631;0.8681;0.8715;0.8681;0.8693;0.9167;0.9245;0.9167;0.9181;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 747};RandomForestClassifier(n_estimators=10, random_state=747)
RandomForestClassifier;0.8549;0.8611;0.8549;0.8554;0.8681;0.8703;0.8681;0.8679;0.9167;0.9245;0.9167;0.9181;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 315};RandomForestClassifier(n_estimators=20, random_state=315)
RandomForestClassifier;0.8665;0.8732;0.8665;0.8674;0.8889;0.8991;0.8889;0.8899;0.9167;0.9206;0.9167;0.9174;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 269};RandomForestClassifier(n_estimators=5, random_state=269)
DecisionTreeClassifier;0.8542;0.8604;0.8542;0.855;0.8403;0.847;0.8403;0.8402;0.9167;0.9195;0.9167;0.917;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 520};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=520)
DecisionTreeClassifier;0.8666;0.8731;0.8666;0.8677;0.8889;0.8879;0.8889;0.8881;0.9167;0.9195;0.9167;0.917;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=275)
DecisionTreeClassifier;0.868;0.8777;0.868;0.8692;0.8681;0.8716;0.8681;0.868;0.9167;0.9195;0.9167;0.917;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 275};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=275)
DecisionTreeClassifier;0.8619;0.8686;0.8619;0.8631;0.8333;0.8487;0.8333;0.8347;0.9167;0.9195;0.9167;0.917;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 677};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=677)
DecisionTreeClassifier;0.8588;0.8657;0.8588;0.8598;0.9236;0.927;0.9236;0.9232;0.9167;0.9195;0.9167;0.917;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 677};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=677)
RandomForestClassifier;0.8604;0.8655;0.8604;0.8613;0.875;0.8791;0.875;0.8762;0.9167;0.9194;0.9167;0.9165;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 315};RandomForestClassifier(n_estimators=20, random_state=315)
