Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9194;0.9238;0.9194;0.9194;0.8696;0.8731;0.8696;0.8696;0.85;0.8641;0.85;0.8499;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 36};RandomForestClassifier(n_estimators=5, random_state=36)
RandomForestClassifier;0.9066;0.9107;0.9066;0.9067;1.0;1.0;1.0;1.0;0.85;0.8704;0.85;0.8491;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 36};RandomForestClassifier(n_estimators=5, random_state=36)
RandomForestClassifier;0.9162;0.9181;0.9162;0.9163;0.9275;0.9294;0.9275;0.9264;0.85;0.8563;0.85;0.8487;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 301};RandomForestClassifier(n_estimators=10, random_state=301)
RandomForestClassifier;0.9292;0.9319;0.9292;0.9287;0.913;0.9127;0.913;0.912;0.85;0.8563;0.85;0.8487;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 159};RandomForestClassifier(n_estimators=10, random_state=159)
RandomForestClassifier;0.9227;0.9272;0.9227;0.9226;0.8841;0.8968;0.8841;0.8855;0.85;0.8563;0.85;0.8487;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 159};RandomForestClassifier(n_estimators=10, random_state=159)
SVC;0.6279;0.7144;0.6279;0.6201;0.6667;0.7304;0.6667;0.6678;0.8333;0.8365;0.8333;0.8339;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'linear', 'random_state': 877};SVC(C=10, kernel='linear', random_state=877)
RandomForestClassifier;0.9243;0.9281;0.9243;0.9242;0.8261;0.8302;0.8261;0.8221;0.8333;0.8424;0.8333;0.8336;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 301};RandomForestClassifier(n_estimators=10, random_state=301)
SVC;0.6297;0.7101;0.6297;0.6151;0.7536;0.7639;0.7536;0.753;0.8333;0.8339;0.8333;0.8333;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'linear', 'random_state': 596};SVC(C=10, kernel='linear', random_state=596)
SVC;0.6184;0.6945;0.6184;0.6017;0.8406;0.8409;0.8406;0.8405;0.8333;0.8339;0.8333;0.8333;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'linear', 'random_state': 877};SVC(C=10, kernel='linear', random_state=877)
RandomForestClassifier;0.9292;0.9341;0.9292;0.9283;0.942;0.9506;0.942;0.9427;0.8333;0.8465;0.8333;0.8328;smote;250;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 301};RandomForestClassifier(n_estimators=20, random_state=301)
