Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9336;0.9366;0.9336;0.9338;0.9583;0.9589;0.9583;0.9581;0.8667;0.869;0.8667;0.8674;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
RandomForestClassifier;0.9383;0.9402;0.9383;0.9382;0.9167;0.9191;0.9167;0.9173;0.8667;0.8677;0.8667;0.8661;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 273};RandomForestClassifier(n_estimators=20, random_state=273)
RandomForestClassifier;0.9391;0.9406;0.9391;0.9391;0.8958;0.9007;0.8958;0.896;0.85;0.8505;0.85;0.8499;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 273};RandomForestClassifier(n_estimators=20, random_state=273)
RandomForestClassifier;0.9336;0.936;0.9336;0.9336;0.9306;0.9365;0.9306;0.931;0.85;0.8505;0.85;0.8499;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 14};RandomForestClassifier(n_estimators=20, random_state=14)
RandomForestClassifier;0.9344;0.936;0.9344;0.9343;0.9722;0.9724;0.9722;0.9722;0.85;0.8544;0.85;0.8499;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
RandomForestClassifier;0.9352;0.9369;0.9352;0.9349;0.9444;0.9481;0.9444;0.9441;0.85;0.8519;0.85;0.8498;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
RandomForestClassifier;0.9405;0.9421;0.9405;0.9406;0.9097;0.9133;0.9097;0.9103;0.85;0.8497;0.85;0.8495;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 656};RandomForestClassifier(n_estimators=20, random_state=656)
RandomForestClassifier;0.9398;0.9419;0.9398;0.94;0.9236;0.9284;0.9236;0.9243;0.85;0.8497;0.85;0.8495;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 14};RandomForestClassifier(n_estimators=20, random_state=14)
DecisionTreeClassifier;0.9013;0.9017;0.9013;0.9011;0.8958;0.8982;0.8958;0.8962;0.85;0.8497;0.85;0.8495;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 472};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=472)
DecisionTreeClassifier;0.9082;0.9102;0.9082;0.9081;0.9167;0.9182;0.9167;0.9168;0.85;0.8497;0.85;0.8495;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 790};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=790)
DecisionTreeClassifier;0.8935;0.8955;0.8935;0.8935;0.9375;0.9391;0.9375;0.9377;0.85;0.8563;0.85;0.8487;smote;500;no_scaled;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 790};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=790)
