Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
DecisionTreeClassifier,0.8224,0.8423,0.8224,0.8257,0.8188,0.8386,0.8188,0.8222,0.7667,0.7796,0.7667,0.7587,0.9382,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 619}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=619)"
MLPClassifier,0.8041,0.8479,0.8041,0.8039,0.7903,0.796,0.7903,0.7923,0.75,0.7668,0.75,0.7433,0.9343,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 594, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=594)"
SVC,0.7871,0.8422,0.7871,0.7851,0.783,0.8352,0.783,0.7782,0.7333,0.7809,0.7333,0.7359,0.9115,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 757}","SVC(C=10, probability=True, random_state=757)"
RandomForestClassifier,0.8193,0.8389,0.8193,0.8236,0.8233,0.8432,0.8233,0.827,0.7333,0.7595,0.7333,0.7286,0.9395,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 312}","RandomForestClassifier(n_estimators=10, random_state=312)"
KNeighborsClassifier,0.8111,0.8326,0.8111,0.8146,0.8076,0.8212,0.8076,0.8117,0.7333,0.7511,0.7333,0.728,0.9315,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
SVC,0.7851,0.8389,0.7851,0.7828,0.7908,0.8452,0.7908,0.7886,0.7,0.765,0.7,0.6895,0.9149,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 493}","SVC(C=10, probability=True, random_state=493)"
LogisticRegression,0.754,0.7788,0.754,0.7586,0.764,0.7865,0.764,0.7686,0.6833,0.75,0.6833,0.6845,0.8989,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 557, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=557)"
DecisionTreeClassifier,0.8191,0.8371,0.8191,0.8223,0.8194,0.8343,0.8194,0.8231,0.6833,0.6877,0.6833,0.6844,0.9395,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 947}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=947)"
MLPClassifier,0.7985,0.8455,0.7985,0.7997,0.807,0.8098,0.807,0.8075,0.6833,0.6894,0.6833,0.6825,0.9311,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 946, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=946)"
RandomForestClassifier,0.8212,0.8422,0.8212,0.8245,0.8261,0.842,0.8261,0.8295,0.6667,0.6737,0.6667,0.6678,0.9384,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 20, 'random_state': 87}","RandomForestClassifier(n_estimators=20, random_state=87)"
KNeighborsClassifier,0.8075,0.8259,0.8075,0.8113,0.8216,0.8443,0.8216,0.8228,0.6667,0.6692,0.6667,0.6669,0.9283,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
LogisticRegression,0.7521,0.7683,0.7521,0.7563,0.7528,0.7691,0.7528,0.7572,0.65,0.6782,0.65,0.6572,0.9039,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 53, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=53)"
DecisionTreeClassifier,0.8226,0.8425,0.8226,0.8257,0.821,0.8394,0.821,0.8246,0.6667,0.6789,0.6667,0.6511,0.9379,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)"
KNeighborsClassifier,0.815,0.8344,0.815,0.8187,0.8261,0.8379,0.8261,0.8291,0.6667,0.6789,0.6667,0.6511,0.9321,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
RandomForestClassifier,0.8231,0.8431,0.8231,0.8262,0.8177,0.8365,0.8177,0.8208,0.6667,0.6789,0.6667,0.6511,0.9397,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 64}","RandomForestClassifier(n_estimators=10, random_state=64)"
LogisticRegression,0.7573,0.781,0.7573,0.7612,0.7589,0.7835,0.7589,0.7633,0.6167,0.6595,0.6167,0.6266,0.901,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 381, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=381)"
MLPClassifier,0.7989,0.8397,0.7989,0.7989,0.8087,0.8635,0.8087,0.8052,0.6333,0.6316,0.6333,0.6097,0.9319,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 265, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=265)"
SVC,0.7873,0.8439,0.7873,0.7854,0.7841,0.8293,0.7841,0.7808,0.6333,0.7311,0.6333,0.5941,0.9169,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 956}","SVC(C=10, probability=True, random_state=956)"
