Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
KNeighborsClassifier,0.9162,0.9179,0.9162,0.9166,0.9038,0.9046,0.9038,0.9041,0.8167,0.8412,0.8167,0.8176,0.9697,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
DecisionTreeClassifier,0.8914,0.8946,0.8914,0.8918,0.8831,0.8862,0.8831,0.8839,0.8167,0.8205,0.8167,0.8172,0.971,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 571}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=571)"
KNeighborsClassifier,0.9127,0.9146,0.9127,0.9133,0.906,0.9104,0.906,0.9068,0.8,0.8083,0.8,0.7987,0.9785,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
RandomForestClassifier,0.9176,0.9192,0.9176,0.9178,0.9346,0.9349,0.9346,0.9347,0.8,0.8018,0.8,0.7986,0.9745,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 264}","RandomForestClassifier(n_estimators=20, random_state=264)"
LogisticRegression,0.7683,0.7681,0.7683,0.7679,0.7696,0.7704,0.7696,0.7699,0.7833,0.8048,0.7833,0.7885,0.9196,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 766, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=766)"
DecisionTreeClassifier,0.881,0.8861,0.881,0.8817,0.8982,0.9024,0.8982,0.8987,0.7833,0.8025,0.7833,0.7843,0.9699,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 532}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=532)"
MLPClassifier,0.8385,0.8465,0.8385,0.8392,0.8462,0.8541,0.8462,0.8484,0.7833,0.8002,0.7833,0.7833,0.9515,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 355, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=355)"
RandomForestClassifier,0.9197,0.9209,0.9197,0.9197,0.9189,0.9204,0.9189,0.9192,0.7667,0.8064,0.7667,0.7721,0.9763,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 86}","RandomForestClassifier(n_estimators=20, random_state=86)"
MLPClassifier,0.8087,0.8205,0.8087,0.808,0.8462,0.8552,0.8462,0.8483,0.7667,0.7652,0.7667,0.7619,0.9445,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 818, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=818)"
MLPClassifier,0.8363,0.8414,0.8363,0.8365,0.8177,0.8172,0.8177,0.8158,0.75,0.7548,0.75,0.7452,0.9503,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 345, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=345)"
