Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
KNeighborsClassifier,0.8663,0.8709,0.8663,0.8658,0.8368,0.8378,0.8368,0.8371,0.8167,0.8212,0.8167,0.8146,0.9498,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')"
RandomForestClassifier,0.8776,0.8815,0.8776,0.8773,0.8542,0.857,0.8542,0.8529,0.7833,0.821,0.7833,0.79,0.954,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 290}","RandomForestClassifier(n_estimators=10, random_state=290)"
DecisionTreeClassifier,0.8333,0.844,0.8333,0.834,0.8403,0.8527,0.8403,0.8428,0.7833,0.7869,0.7833,0.7838,0.9334,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 885}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=885)"
KNeighborsClassifier,0.8637,0.8672,0.8637,0.8637,0.8542,0.8574,0.8542,0.8534,0.7833,0.7861,0.7833,0.7823,0.9478,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
DecisionTreeClassifier,0.8498,0.8577,0.8498,0.8496,0.8542,0.8557,0.8542,0.8547,0.7667,0.7815,0.7667,0.7675,0.9377,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 860}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=860)"
RandomForestClassifier,0.8819,0.8873,0.8819,0.882,0.8681,0.8699,0.8681,0.8683,0.7667,0.7738,0.7667,0.7662,0.9653,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 251}","RandomForestClassifier(n_estimators=20, random_state=251)"
MLPClassifier,0.7657,0.7812,0.7657,0.761,0.7743,0.7837,0.7743,0.7742,0.75,0.7639,0.75,0.7504,0.9226,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 141, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=141)"
SVC,0.7891,0.7908,0.7891,0.787,0.8021,0.8042,0.8021,0.7992,0.7333,0.7407,0.7333,0.7337,0.8754,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 486}","SVC(C=10, kernel='linear', probability=True, random_state=486)"
LogisticRegression,0.776,0.7771,0.776,0.7747,0.7465,0.75,0.7465,0.7476,0.7167,0.7248,0.7167,0.7169,0.9227,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 172, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=172)"
DecisionTreeClassifier,0.8368,0.849,0.8368,0.8382,0.8229,0.8324,0.8229,0.8252,0.7167,0.742,0.7167,0.7115,0.9319,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 378}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=378)"
RandomForestClassifier,0.8785,0.8821,0.8785,0.8788,0.9132,0.9145,0.9132,0.9133,0.7167,0.7572,0.7167,0.7113,0.9689,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 458}","RandomForestClassifier(n_estimators=20, random_state=458)"
