Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
LogisticRegression,0.8,0.8307,0.8,0.8044,0.8092,0.8367,0.8092,0.8128,0.8,0.8,0.8,0.8,0.9192,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 961, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=961)"
DecisionTreeClassifier,0.8328,0.8488,0.8328,0.8353,0.8384,0.8533,0.8384,0.8409,0.7667,0.8132,0.7667,0.7587,0.9421,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 425}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=425)"
RandomForestClassifier,0.8349,0.8501,0.8349,0.8374,0.83,0.8478,0.83,0.8333,0.75,0.8056,0.75,0.7389,0.943,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 5, 'random_state': 145}","RandomForestClassifier(n_estimators=5, random_state=145)"
KNeighborsClassifier,0.8252,0.841,0.8252,0.8281,0.8226,0.8625,0.8226,0.8242,0.75,0.7792,0.75,0.7367,0.9342,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
MLPClassifier,0.8207,0.8566,0.8207,0.8206,0.825,0.8861,0.825,0.8244,0.75,0.8025,0.75,0.733,0.9386,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 909, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=909)"
MLPClassifier,0.8253,0.8601,0.8253,0.8263,0.8169,0.8837,0.8169,0.8164,0.7167,0.7772,0.7167,0.7127,0.94,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 820, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=820)"
SVC,0.8056,0.8602,0.8056,0.8038,0.7999,0.8559,0.7999,0.7959,0.7167,0.7817,0.7167,0.7017,0.9236,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 104}","SVC(C=10, probability=True, random_state=104)"
DecisionTreeClassifier,0.8379,0.8531,0.8379,0.8399,0.8196,0.8386,0.8196,0.8232,0.7,0.7087,0.7,0.6981,0.9448,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 15}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=15)"
SVC,0.8036,0.8578,0.8036,0.8013,0.8005,0.8592,0.8005,0.7981,0.6833,0.7258,0.6833,0.68,0.9191,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 737}","SVC(C=10, probability=True, random_state=737)"
KNeighborsClassifier,0.8278,0.845,0.8278,0.8308,0.841,0.8532,0.841,0.8442,0.6833,0.6901,0.6833,0.678,0.9341,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
LogisticRegression,0.8093,0.8361,0.8093,0.8129,0.8099,0.8342,0.8099,0.8135,0.6833,0.6901,0.6833,0.678,0.9193,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 845, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=845)"
RandomForestClassifier,0.8362,0.8517,0.8362,0.8384,0.8266,0.8436,0.8266,0.8292,0.6667,0.6623,0.6667,0.6609,0.9432,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 144}","RandomForestClassifier(n_estimators=20, random_state=144)"
RandomForestClassifier,0.836,0.8512,0.836,0.8386,0.8276,0.846,0.8276,0.8307,0.6667,0.6806,0.6667,0.6572,0.943,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 506}","RandomForestClassifier(n_estimators=10, random_state=506)"
DecisionTreeClassifier,0.8346,0.8503,0.8346,0.8376,0.8323,0.8488,0.8323,0.8356,0.6667,0.6708,0.6667,0.6565,0.942,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 610}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=610)"
KNeighborsClassifier,0.8323,0.8496,0.8323,0.8353,0.835,0.85,0.835,0.8375,0.65,0.6552,0.65,0.6431,0.9376,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
