Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
MLPClassifier,0.7934,0.8565,0.7934,0.7934,0.7464,0.8103,0.7464,0.7573,0.7333,0.7525,0.7333,0.7333,0.9342,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 56, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=56)"
DecisionTreeClassifier,0.8006,0.8252,0.8006,0.8044,0.8333,0.8548,0.8333,0.8367,0.7333,0.74,0.7333,0.7286,0.9275,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 625}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=625)"
KNeighborsClassifier,0.8059,0.8318,0.8059,0.8074,0.8116,0.832,0.8116,0.8149,0.7167,0.7333,0.7167,0.7175,0.9206,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
RandomForestClassifier,0.8188,0.8427,0.8188,0.818,0.7899,0.8104,0.7899,0.7941,0.7167,0.7337,0.7167,0.7142,0.9349,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 108}","RandomForestClassifier(n_estimators=20, random_state=108)"
RandomForestClassifier,0.8027,0.8182,0.8027,0.8075,0.8551,0.8588,0.8551,0.8567,0.7167,0.7222,0.7167,0.705,0.9311,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 423}","RandomForestClassifier(n_estimators=20, random_state=423)"
LogisticRegression,0.759,0.829,0.759,0.7591,0.7826,0.8412,0.7826,0.7817,0.7,0.7754,0.7,0.7044,0.9114,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 743, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=743)"
DecisionTreeClassifier,0.8065,0.8292,0.8065,0.8079,0.8478,0.8641,0.8478,0.8508,0.7,0.7217,0.7,0.7039,0.9266,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 227}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=227)"
LogisticRegression,0.7609,0.8282,0.7609,0.7583,0.7609,0.8198,0.7609,0.7601,0.7,0.712,0.7,0.7011,0.8949,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 848, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=848)"
MLPClassifier,0.7646,0.8174,0.7646,0.7637,0.8188,0.8741,0.8188,0.8209,0.6833,0.7251,0.6833,0.6847,0.919,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 553, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=553)"
RandomForestClassifier,0.8263,0.8413,0.8263,0.8272,0.7391,0.7536,0.7391,0.7431,0.6833,0.6778,0.6833,0.6761,0.9423,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 73}","RandomForestClassifier(n_estimators=10, random_state=73)"
