Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
MLPClassifier,0.9205,0.926,0.9205,0.9207,0.9065,0.9113,0.9065,0.906,0.9167,0.9278,0.9167,0.916,0.9852,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
RandomForestClassifier,0.9225,0.923,0.9225,0.9224,0.926,0.9259,0.926,0.9258,0.9,0.913,0.9,0.9019,0.9755,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.9328,0.9339,0.9328,0.9328,0.9405,0.9404,0.9405,0.9403,0.9,0.9141,0.9,0.895,0.9855,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8828,0.8865,0.8828,0.8825,0.9002,0.9015,0.9002,0.9003,0.8833,0.8935,0.8833,0.8844,0.9556,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9579,0.9587,0.9579,0.9579,0.9609,0.9611,0.9609,0.9609,0.8833,0.8884,0.8833,0.8834,0.9947,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9379,0.9386,0.9379,0.9375,0.9167,0.9167,0.9167,0.9157,0.8833,0.9016,0.8833,0.8797,0.9913,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8949,0.8964,0.8949,0.8947,0.9036,0.9063,0.9036,0.9037,0.8667,0.8677,0.8667,0.8645,0.9584,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8805,0.883,0.8805,0.8804,0.8469,0.8493,0.8469,0.8466,0.85,0.8752,0.85,0.8517,0.9726,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,RandomForestClassifier()
SVC,0.7726,0.7911,0.7726,0.776,0.7556,0.7756,0.7556,0.7592,0.85,0.8545,0.85,0.8511,0.9074,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,SVC(probability=True)
MLPClassifier,0.8915,0.8962,0.8915,0.8917,0.9277,0.9282,0.9277,0.9278,0.85,0.8769,0.85,0.8499,0.9686,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8424,0.8453,0.8424,0.8425,0.8503,0.852,0.8503,0.8499,0.85,0.8524,0.85,0.8497,0.944,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.8036,0.8093,0.8036,0.8049,0.7952,0.7941,0.7952,0.7943,0.85,0.8489,0.85,0.8491,0.9337,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,MLPClassifier()
