Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
DecisionTreeClassifier,0.8078,0.8209,0.8078,0.8099,0.8316,0.8449,0.8316,0.8341,0.7833,0.8361,0.7833,0.7871,0.9332,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 615}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=615)"
KNeighborsClassifier,0.8482,0.8515,0.8482,0.849,0.8537,0.8544,0.8537,0.8537,0.7833,0.8187,0.7833,0.7862,0.9517,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
KNeighborsClassifier,0.8448,0.8501,0.8448,0.8464,0.8333,0.8391,0.8333,0.8351,0.7833,0.7851,0.7833,0.7775,0.9463,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}","KNeighborsClassifier(metric='manhattan', p=1)"
RandomForestClassifier,0.8546,0.858,0.8546,0.8545,0.8282,0.8285,0.8282,0.8284,0.7667,0.7712,0.7667,0.7645,0.9504,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 10, 'random_state': 954}","RandomForestClassifier(n_estimators=10, random_state=954)"
RandomForestClassifier,0.8465,0.849,0.8465,0.8467,0.8639,0.8649,0.8639,0.8642,0.75,0.7615,0.75,0.7528,0.9459,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 10, 'random_state': 604}","RandomForestClassifier(n_estimators=10, random_state=604)"
DecisionTreeClassifier,0.8252,0.8338,0.8252,0.8257,0.7976,0.8052,0.7976,0.7987,0.7167,0.7147,0.7167,0.7088,0.9487,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 801}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=801)"
MLPClassifier,0.7118,0.7236,0.7118,0.7078,0.6956,0.7337,0.6956,0.6955,0.7167,0.7632,0.7167,0.7079,0.8923,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 442, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=442)"
KNeighborsClassifier,0.8588,0.8626,0.8588,0.86,0.8384,0.841,0.8384,0.8388,0.7,0.7162,0.7,0.6948,0.9595,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')"
SVC,0.6858,0.6986,0.6858,0.6901,0.665,0.683,0.665,0.6714,0.6833,0.7276,0.6833,0.6788,0.8617,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 163}","SVC(C=10, probability=True, random_state=163)"
LogisticRegression,0.6662,0.6743,0.6662,0.6684,0.6582,0.6613,0.6582,0.659,0.6667,0.7103,0.6667,0.6738,0.8566,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 973, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=973)"
LogisticRegression,0.6849,0.688,0.6849,0.6854,0.6854,0.6852,0.6854,0.6851,0.6667,0.7226,0.6667,0.6737,0.8623,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 223, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=223)"
RandomForestClassifier,0.8423,0.8441,0.8423,0.8426,0.8724,0.8744,0.8724,0.8731,0.6667,0.6875,0.6667,0.6649,0.9485,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 22}","RandomForestClassifier(n_estimators=20, random_state=22)"
DecisionTreeClassifier,0.8227,0.8302,0.8227,0.824,0.8265,0.8292,0.8265,0.8265,0.6667,0.6727,0.6667,0.6627,0.9382,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 459}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=459)"
MLPClassifier,0.7275,0.7506,0.7275,0.7231,0.7381,0.738,0.7381,0.7334,0.6333,0.6508,0.6333,0.6288,0.902,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 512, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=512)"
SVC,0.6858,0.7026,0.6858,0.6902,0.6735,0.6888,0.6735,0.6783,0.6167,0.6173,0.6167,0.607,0.8633,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 264}","SVC(C=10, probability=True, random_state=264)"
LogisticRegression,0.6901,0.6913,0.6901,0.6894,0.7058,0.7072,0.7058,0.7061,0.6167,0.6101,0.6167,0.6067,0.8679,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 256, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=256)"
SVC,0.7092,0.714,0.7092,0.711,0.6854,0.6874,0.6854,0.6855,0.5833,0.5763,0.5833,0.571,0.8552,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 986}","SVC(C=0.1, kernel='linear', probability=True, random_state=986)"
MLPClassifier,0.7092,0.7256,0.7092,0.7101,0.7262,0.7239,0.7262,0.7242,0.5833,0.5611,0.5833,0.5687,0.885,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 527, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=527)"
