Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8166;0.8221;0.8166;0.8148;0.7971;0.7952;0.7971;0.7954;0.8667;0.8681;0.8667;0.867;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.8084;0.8163;0.8084;0.8061;0.8696;0.8906;0.8696;0.8697;0.8667;0.8681;0.8667;0.867;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
MLPClassifier;0.8019;0.8252;0.8019;0.7996;0.8261;0.8531;0.8261;0.8256;0.8667;0.8774;0.8667;0.8647;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 352, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=352)
RandomForestClassifier;0.8535;0.8561;0.8535;0.852;0.8551;0.8628;0.8551;0.8551;0.85;0.8557;0.85;0.8514;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 973};RandomForestClassifier(n_estimators=20, random_state=973)
MLPClassifier;0.8035;0.824;0.8035;0.8024;0.8696;0.879;0.8696;0.8709;0.85;0.8541;0.85;0.851;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 102, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=102)
RandomForestClassifier;0.8437;0.8514;0.8437;0.8432;0.8406;0.8594;0.8406;0.8411;0.85;0.8541;0.85;0.851;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 975};RandomForestClassifier(n_estimators=20, random_state=975)
RandomForestClassifier;0.8389;0.8462;0.8389;0.8385;0.8696;0.8769;0.8696;0.8714;0.85;0.8541;0.85;0.851;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 975};RandomForestClassifier(n_estimators=10, random_state=975)
RandomForestClassifier;0.8713;0.8768;0.8713;0.8712;0.7971;0.7996;0.7971;0.7975;0.85;0.8541;0.85;0.851;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 644};RandomForestClassifier(n_estimators=20, random_state=644)
RandomForestClassifier;0.8358;0.8444;0.8358;0.8353;0.8406;0.8406;0.8406;0.8406;0.85;0.8579;0.85;0.8507;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 973};RandomForestClassifier(n_estimators=10, random_state=973)
KNeighborsClassifier;0.8132;0.8181;0.8132;0.81;0.8406;0.8456;0.8406;0.8399;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8149;0.8212;0.8149;0.8136;0.8696;0.884;0.8696;0.8678;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
KNeighborsClassifier;0.7971;0.8059;0.7971;0.7937;0.913;0.9156;0.913;0.9122;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
KNeighborsClassifier;0.8214;0.8334;0.8214;0.8197;0.7681;0.7745;0.7681;0.7632;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.8648;0.8664;0.8648;0.8643;0.8116;0.8148;0.8116;0.8103;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 644};RandomForestClassifier(n_estimators=20, random_state=644)
RandomForestClassifier;0.8341;0.8392;0.8341;0.8317;0.8841;0.8942;0.8841;0.8861;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 973};RandomForestClassifier(n_estimators=20, random_state=973)
KNeighborsClassifier;0.8149;0.8265;0.8149;0.8121;0.8116;0.8224;0.8116;0.8074;0.85;0.8514;0.85;0.8504;smote;250;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
