Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8906;0.894;0.8906;0.8901;0.8696;0.8811;0.8696;0.8684;0.9667;0.9697;0.9667;0.967;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
RandomForestClassifier;0.8888;0.895;0.8888;0.8891;0.8986;0.901;0.8986;0.8995;0.9667;0.9697;0.9667;0.967;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
RandomForestClassifier;0.8872;0.892;0.8872;0.8871;0.9275;0.9285;0.9275;0.9268;0.9667;0.9697;0.9667;0.967;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
RandomForestClassifier;0.8793;0.8818;0.8793;0.8786;0.942;0.9426;0.942;0.942;0.9667;0.9697;0.9667;0.967;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
RandomForestClassifier;0.9018;0.9058;0.9018;0.9019;0.942;0.9448;0.942;0.9426;0.9667;0.9675;0.9667;0.9667;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 383};RandomForestClassifier(n_estimators=10, random_state=383)
KNeighborsClassifier;0.8004;0.8148;0.8004;0.8004;0.8261;0.8501;0.8261;0.8279;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8889;0.8913;0.8889;0.8887;0.8696;0.8714;0.8696;0.8694;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 634};RandomForestClassifier(n_estimators=20, random_state=634)
RandomForestClassifier;0.9067;0.9109;0.9067;0.9069;0.9565;0.9577;0.9565;0.9568;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
RandomForestClassifier;0.8971;0.9018;0.8971;0.8974;0.8696;0.8716;0.8696;0.8671;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 383};RandomForestClassifier(n_estimators=20, random_state=383)
RandomForestClassifier;0.8953;0.8983;0.8953;0.8946;0.8696;0.874;0.8696;0.8707;0.95;0.9565;0.95;0.9507;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 692};RandomForestClassifier(n_estimators=20, random_state=692)
