Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
DecisionTreeClassifier,0.8332,0.8443,0.8332,0.8366,0.8317,0.842,0.8317,0.8348,0.7667,0.7919,0.7667,0.7594,0.9509,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 533}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=533)"
SVC,0.7869,0.8446,0.7869,0.7855,0.8026,0.8528,0.8026,0.8011,0.75,0.793,0.75,0.7506,0.9182,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 307}","SVC(C=10, probability=True, random_state=307)"
MLPClassifier,0.8015,0.8253,0.8015,0.8001,0.7819,0.8301,0.7819,0.779,0.75,0.793,0.75,0.7506,0.9398,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 890, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=890)"
RandomForestClassifier,0.8277,0.8384,0.8277,0.831,0.8333,0.8467,0.8333,0.8366,0.7333,0.7698,0.7333,0.7292,0.9492,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 986}","RandomForestClassifier(n_estimators=20, random_state=986)"
DecisionTreeClassifier,0.8248,0.838,0.8248,0.8278,0.8479,0.8567,0.8479,0.8504,0.7167,0.718,0.7167,0.7162,0.9491,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 977}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=977)"
LogisticRegression,0.7788,0.7835,0.7788,0.7799,0.7701,0.7765,0.7701,0.7722,0.7167,0.7162,0.7167,0.7153,0.9294,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 594, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=594)"
MLPClassifier,0.8103,0.8375,0.8103,0.8107,0.8031,0.8057,0.8031,0.8042,0.7167,0.7266,0.7167,0.7121,0.9421,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 409, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=409)"
LogisticRegression,0.7912,0.7988,0.7912,0.7927,0.7897,0.802,0.7897,0.7922,0.7,0.7177,0.7,0.702,0.9329,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 88, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=88)"
RandomForestClassifier,0.8321,0.8428,0.8321,0.8354,0.8238,0.8392,0.8238,0.8277,0.7,0.6987,0.7,0.6991,0.9498,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 694}","RandomForestClassifier(n_estimators=20, random_state=694)"
KNeighborsClassifier,0.8223,0.8343,0.8223,0.8254,0.8277,0.8404,0.8277,0.831,0.7,0.6986,0.7,0.6984,0.9424,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
