Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
KNeighborsClassifier,0.9699,0.9705,0.9699,0.9698,0.9765,0.9768,0.9765,0.9764,0.9,0.913,0.9,0.9019,0.9898,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
RandomForestClassifier,0.9698,0.9703,0.9698,0.9698,0.9704,0.9707,0.9704,0.9703,0.9,0.913,0.9,0.9019,0.9928,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 660}","RandomForestClassifier(n_estimators=20, random_state=660)"
DecisionTreeClassifier,0.9467,0.9475,0.9467,0.9468,0.9469,0.9472,0.9469,0.9468,0.8667,0.8746,0.8667,0.8674,0.9854,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 370}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=370)"
KNeighborsClassifier,0.9684,0.9688,0.9684,0.9684,0.9698,0.9704,0.9698,0.9697,0.8167,0.8396,0.8167,0.8193,0.9902,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
KNeighborsClassifier,0.9677,0.9683,0.9677,0.9676,0.9698,0.9702,0.9698,0.9697,0.8,0.8276,0.8,0.8029,0.9899,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
RandomForestClassifier,0.9655,0.966,0.9655,0.9654,0.9692,0.9694,0.9692,0.9692,0.7833,0.8141,0.7833,0.7854,0.9931,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 768}","RandomForestClassifier(n_estimators=20, random_state=768)"
MLPClassifier,0.8651,0.8679,0.8651,0.8654,0.8898,0.8958,0.8898,0.8904,0.7833,0.7833,0.7833,0.7811,0.9645,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 402, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=402)"
DecisionTreeClassifier,0.9425,0.9434,0.9425,0.9425,0.9497,0.95,0.9497,0.9496,0.7667,0.7934,0.7667,0.7724,0.9845,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 526}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=526)"
RandomForestClassifier,0.9698,0.9702,0.9698,0.9698,0.9664,0.9671,0.9664,0.9664,0.7667,0.7687,0.7667,0.7674,0.9926,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 829}","RandomForestClassifier(n_estimators=20, random_state=829)"
MLPClassifier,0.8605,0.8646,0.8605,0.8603,0.8691,0.8699,0.8691,0.868,0.7667,0.8027,0.7667,0.7659,0.9626,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 162, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=162)"
