Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
DecisionTreeClassifier,0.8431,0.8532,0.8431,0.8453,0.8282,0.8393,0.8282,0.8314,0.8333,0.8342,0.8333,0.8323,0.9475,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 767}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=767)"
RandomForestClassifier,0.8198,0.8317,0.8198,0.8228,0.881,0.8902,0.881,0.8827,0.8167,0.8195,0.8167,0.8148,0.9428,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 541}","RandomForestClassifier(n_estimators=20, random_state=541)"
LogisticRegression,0.7993,0.8124,0.7993,0.8023,0.8044,0.8257,0.8044,0.8085,0.8167,0.8157,0.8167,0.8147,0.9363,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 843, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=843)"
KNeighborsClassifier,0.8287,0.8377,0.8287,0.8306,0.818,0.8273,0.818,0.8211,0.8167,0.8194,0.8167,0.8142,0.9412,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
SVC,0.8197,0.8282,0.8197,0.8219,0.8078,0.8154,0.8078,0.8106,0.7833,0.7815,0.7833,0.7814,0.8918,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 168}","SVC(C=1, kernel='linear', probability=True, random_state=168)"
SVC,0.7985,0.8165,0.7985,0.802,0.8231,0.8409,0.8231,0.8265,0.7833,0.7882,0.7833,0.7798,0.8915,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 730}","SVC(C=1, kernel='linear', probability=True, random_state=730)"
MLPClassifier,0.8023,0.8207,0.8023,0.8035,0.7755,0.7926,0.7755,0.7787,0.7833,0.7851,0.7833,0.7736,0.939,smote,1000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 519, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=519)"
LogisticRegression,0.7823,0.7924,0.7823,0.7842,0.784,0.787,0.784,0.7851,0.7667,0.7878,0.7667,0.7665,0.9367,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 5, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=5)"
SVC,0.801,0.8154,0.801,0.8036,0.8044,0.8137,0.8044,0.8071,0.7667,0.7668,0.7667,0.7655,0.8866,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 795}","SVC(C=1, kernel='linear', probability=True, random_state=795)"
RandomForestClassifier,0.8418,0.8514,0.8418,0.8438,0.8435,0.8477,0.8435,0.8449,0.75,0.7781,0.75,0.7469,0.947,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 562}","RandomForestClassifier(n_estimators=20, random_state=562)"
