Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
KNeighborsClassifier,0.8387,0.8497,0.8387,0.8415,0.829,0.837,0.829,0.8319,0.8,0.8054,0.8,0.7944,0.9468,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
LogisticRegression,0.7971,0.8102,0.7971,0.7993,0.7955,0.8131,0.7955,0.7977,0.7833,0.7815,0.7833,0.7814,0.9381,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 581, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=581)"
DecisionTreeClassifier,0.8364,0.8453,0.8364,0.8394,0.8514,0.8583,0.8514,0.8537,0.7667,0.7663,0.7667,0.7662,0.951,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 342}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=342)"
MLPClassifier,0.8194,0.8413,0.8194,0.8193,0.8189,0.8768,0.8189,0.8181,0.7667,0.7906,0.7667,0.7568,0.9451,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 309, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=309)"
DecisionTreeClassifier,0.8398,0.8482,0.8398,0.8422,0.8363,0.8452,0.8363,0.8392,0.75,0.7788,0.75,0.7427,0.953,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 701}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=701)"
RandomForestClassifier,0.8404,0.8505,0.8404,0.8431,0.839,0.8474,0.839,0.8417,0.75,0.787,0.75,0.7414,0.9519,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 384}","RandomForestClassifier(n_estimators=20, random_state=384)"
SVC,0.8008,0.8556,0.8008,0.799,0.7952,0.8511,0.7952,0.7931,0.7167,0.7817,0.7167,0.7017,0.9253,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 899}","SVC(C=10, probability=True, random_state=899)"
SVC,0.8009,0.8692,0.8009,0.8011,0.8089,0.8749,0.8089,0.8072,0.7,0.7935,0.7,0.7003,0.9212,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 412}","SVC(C=0.1, kernel='linear', probability=True, random_state=412)"
SVC,0.8096,0.8694,0.8096,0.8081,0.8159,0.869,0.8159,0.8124,0.7,0.7391,0.7,0.6949,0.9275,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 824}","SVC(C=10, kernel='linear', probability=True, random_state=824)"
KNeighborsClassifier,0.8361,0.8463,0.8361,0.8388,0.8327,0.8416,0.8327,0.8355,0.6833,0.6796,0.6833,0.6794,0.9461,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
