Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
SVC;0.8274;0.8446;0.8274;0.8256;0.8748;0.8752;0.8748;0.8747;0.8167;0.8172;0.8167;0.8166;0.9355;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 462};SVC(C=10, probability=True, random_state=462)
MLPClassifier;0.8642;0.8651;0.8642;0.8642;0.881;0.8825;0.881;0.8808;0.8167;0.8193;0.8167;0.8157;0.9672;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 647, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=647)
RandomForestClassifier;0.8731;0.8739;0.8731;0.8729;0.8855;0.8854;0.8855;0.8854;0.8;0.8013;0.8;0.8003;0.9717;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 614};RandomForestClassifier(n_estimators=10, random_state=614)
SVC;0.8279;0.8455;0.8279;0.8257;0.8782;0.8784;0.8782;0.8781;0.8;0.8013;0.8;0.8003;0.9331;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 95};SVC(C=10, probability=True, random_state=95)
SVC;0.8267;0.8432;0.8267;0.8244;0.8782;0.8791;0.8782;0.8782;0.8;0.8013;0.8;0.8003;0.934;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 764};SVC(C=10, probability=True, random_state=764)
DecisionTreeClassifier;0.8783;0.8792;0.8783;0.8782;0.8759;0.8758;0.8759;0.8758;0.8;0.8;0.8;0.8;0.9703;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 214};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=214)
MLPClassifier;0.8631;0.8639;0.8631;0.8628;0.8832;0.8836;0.8832;0.8832;0.8;0.8016;0.8;0.7997;0.967;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 707, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=707)
RandomForestClassifier;0.8757;0.8766;0.8757;0.8757;0.8742;0.8761;0.8742;0.8742;0.8;0.8016;0.8;0.7997;0.9719;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 976};RandomForestClassifier(n_estimators=20, random_state=976)
MLPClassifier;0.8693;0.8703;0.8693;0.8691;0.8703;0.8716;0.8703;0.8702;0.8;0.8018;0.8;0.7986;0.9687;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 172, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=172)
DecisionTreeClassifier;0.877;0.8777;0.877;0.8769;0.8765;0.8776;0.8765;0.8763;0.7833;0.7838;0.7833;0.7832;0.9715;smote;3000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 783};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=783)
