Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.855;0.8575;0.855;0.8555;0.8276;0.8312;0.8276;0.8286;0.8833;0.8875;0.8833;0.884;0.9468;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8461;0.8488;0.8461;0.8467;0.8351;0.8349;0.8351;0.8349;0.8833;0.884;0.8833;0.8833;0.9467;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.848;0.8498;0.848;0.8483;0.8454;0.8453;0.8454;0.8453;0.8833;0.884;0.8833;0.8833;0.9433;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8442;0.8455;0.8442;0.8444;0.8557;0.8583;0.8557;0.8563;0.8833;0.884;0.8833;0.8833;0.9444;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8668;0.8681;0.8668;0.8671;0.8931;0.8934;0.8931;0.8931;0.8833;0.884;0.8833;0.8833;0.9575;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 403};RandomForestClassifier(n_estimators=20, random_state=403)
RandomForestClassifier;0.868;0.869;0.868;0.8682;0.8759;0.8759;0.8759;0.8758;0.8833;0.884;0.8833;0.8833;0.9566;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 403};RandomForestClassifier(n_estimators=20, random_state=403)
RandomForestClassifier;0.8736;0.8747;0.8736;0.8736;0.8488;0.8563;0.8488;0.8493;0.8833;0.884;0.8833;0.8833;0.9585;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 396};RandomForestClassifier(n_estimators=20, random_state=396)
KNeighborsClassifier;0.8423;0.8457;0.8423;0.8429;0.8586;0.8609;0.8586;0.8591;0.8833;0.884;0.8833;0.8833;0.9453;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8431;0.8459;0.8431;0.8437;0.8828;0.8841;0.8828;0.883;0.8833;0.884;0.8833;0.8833;0.9456;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
RandomForestClassifier;0.8714;0.8727;0.8714;0.8716;0.8763;0.8776;0.8763;0.8751;0.8833;0.884;0.8833;0.8833;0.9573;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 379};RandomForestClassifier(n_estimators=20, random_state=379)
RandomForestClassifier;0.8668;0.8682;0.8668;0.8671;0.8655;0.866;0.8655;0.8657;0.8833;0.884;0.8833;0.8833;0.9566;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 396};RandomForestClassifier(n_estimators=20, random_state=396)
KNeighborsClassifier;0.8374;0.8403;0.8374;0.8377;0.8759;0.8761;0.8759;0.876;0.8833;0.884;0.8833;0.8833;0.9411;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8718;0.8734;0.8718;0.8719;0.8552;0.8591;0.8552;0.8561;0.8833;0.884;0.8833;0.8833;0.9606;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 379};RandomForestClassifier(n_estimators=20, random_state=379)
KNeighborsClassifier;0.8408;0.843;0.8408;0.8413;0.8793;0.88;0.8793;0.8791;0.8833;0.886;0.8833;0.8832;0.9378;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8737;0.8748;0.8737;0.8738;0.8552;0.857;0.8552;0.8551;0.8833;0.8842;0.8833;0.8823;0.9558;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 403};RandomForestClassifier(n_estimators=20, random_state=403)
KNeighborsClassifier;0.8408;0.8428;0.8408;0.8412;0.8931;0.894;0.8931;0.8931;0.8667;0.8746;0.8667;0.8674;0.9436;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8331;0.8362;0.8331;0.8336;0.9069;0.9085;0.9069;0.9074;0.8667;0.8692;0.8667;0.8669;0.9396;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8407;0.8439;0.8407;0.8408;0.8385;0.8417;0.8385;0.8394;0.8667;0.8692;0.8667;0.8669;0.9434;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
KNeighborsClassifier;0.8412;0.8439;0.8412;0.8414;0.8655;0.8676;0.8655;0.866;0.8667;0.8667;0.8667;0.8667;0.9406;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.858;0.8602;0.858;0.8583;0.8897;0.8899;0.8897;0.889;0.8667;0.8667;0.8667;0.8667;0.9563;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 379};RandomForestClassifier(n_estimators=20, random_state=379)
RandomForestClassifier;0.8748;0.8764;0.8748;0.8749;0.8351;0.8355;0.8351;0.8344;0.8667;0.8673;0.8667;0.8666;0.9577;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 396};RandomForestClassifier(n_estimators=20, random_state=396)
RandomForestClassifier;0.8683;0.8697;0.8683;0.8682;0.8625;0.8654;0.8625;0.863;0.8667;0.869;0.8667;0.8664;0.9581;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 379};RandomForestClassifier(n_estimators=10, random_state=379)
RandomForestClassifier;0.8779;0.8789;0.8779;0.8779;0.8419;0.8422;0.8419;0.842;0.8667;0.869;0.8667;0.8664;0.9603;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 379};RandomForestClassifier(n_estimators=20, random_state=379)
RandomForestClassifier;0.8726;0.874;0.8726;0.8728;0.869;0.8735;0.869;0.8692;0.8667;0.869;0.8667;0.8664;0.9594;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 403};RandomForestClassifier(n_estimators=10, random_state=403)
RandomForestClassifier;0.8614;0.8629;0.8614;0.8615;0.8797;0.8805;0.8797;0.8799;0.8667;0.869;0.8667;0.8664;0.9581;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 403};RandomForestClassifier(n_estimators=20, random_state=403)
KNeighborsClassifier;0.8396;0.8426;0.8396;0.8401;0.8797;0.88;0.8797;0.8795;0.8667;0.869;0.8667;0.8664;0.9408;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')
RandomForestClassifier;0.874;0.8758;0.874;0.8741;0.8488;0.8493;0.8488;0.849;0.8667;0.8677;0.8667;0.8661;0.9578;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 403};RandomForestClassifier(n_estimators=20, random_state=403)
RandomForestClassifier;0.868;0.8697;0.868;0.868;0.8828;0.8861;0.8828;0.8838;0.8667;0.8677;0.8667;0.8661;0.9591;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 379};RandomForestClassifier(n_estimators=20, random_state=379)
RandomForestClassifier;0.8668;0.8681;0.8668;0.8671;0.8931;0.8965;0.8931;0.8922;0.8667;0.8677;0.8667;0.8661;0.9571;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 396};RandomForestClassifier(n_estimators=20, random_state=396)
RandomForestClassifier;0.8753;0.8766;0.8753;0.8752;0.8621;0.8627;0.8621;0.8623;0.8667;0.875;0.8667;0.8658;0.9595;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 396};RandomForestClassifier(n_estimators=20, random_state=396)
