Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8421;0.8482;0.8421;0.8424;0.8261;0.8291;0.8261;0.8265;0.9;0.9006;0.9;0.8999;0.9498;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 42};RandomForestClassifier(n_estimators=10, random_state=42)
KNeighborsClassifier;0.8165;0.8248;0.8165;0.8173;0.7971;0.8149;0.7971;0.796;0.8833;0.8848;0.8833;0.8837;0.9275;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
MLPClassifier;0.8149;0.8228;0.8149;0.8155;0.8261;0.8305;0.8261;0.825;0.8833;0.8862;0.8833;0.8836;0.9448;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 802, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=802)
RandomForestClassifier;0.8292;0.8407;0.8292;0.8302;0.8986;0.9042;0.8986;0.8995;0.8667;0.8742;0.8667;0.869;0.9476;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 916};RandomForestClassifier(n_estimators=10, random_state=916)
SVC;0.818;0.8312;0.818;0.8189;0.8406;0.8442;0.8406;0.8387;0.8667;0.8727;0.8667;0.8682;0.9066;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 600};SVC(C=10, probability=True, random_state=600)
KNeighborsClassifier;0.8018;0.8128;0.8018;0.8022;0.8261;0.8511;0.8261;0.8306;0.8667;0.8692;0.8667;0.8669;0.9263;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
MLPClassifier;0.818;0.8308;0.818;0.8193;0.7971;0.8201;0.7971;0.7996;0.8667;0.8692;0.8667;0.8669;0.9425;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 648, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=648)
KNeighborsClassifier;0.8181;0.8256;0.8181;0.8173;0.7826;0.7992;0.7826;0.7867;0.8667;0.8722;0.8667;0.8667;0.9222;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
MLPClassifier;0.8214;0.8315;0.8214;0.823;0.7826;0.7991;0.7826;0.787;0.8667;0.8667;0.8667;0.8667;0.9429;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 21, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=21)
KNeighborsClassifier;0.8164;0.8279;0.8164;0.8171;0.7681;0.7744;0.7681;0.7695;0.8667;0.8722;0.8667;0.8667;0.9344;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
MLPClassifier;0.8132;0.8219;0.8132;0.8138;0.913;0.9244;0.913;0.9123;0.8667;0.8672;0.8667;0.8666;0.9408;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 648, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=648)
KNeighborsClassifier;0.8069;0.8194;0.8069;0.808;0.8551;0.853;0.8551;0.853;0.8667;0.8673;0.8667;0.8666;0.9201;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
MLPClassifier;0.8101;0.8214;0.8101;0.8107;0.8696;0.879;0.8696;0.8709;0.8667;0.8675;0.8667;0.8656;0.9424;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 648, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=648)
MLPClassifier;0.818;0.8277;0.818;0.8187;0.8696;0.8769;0.8696;0.8714;0.8667;0.8675;0.8667;0.8656;0.9428;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 648, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=648)
SVC;0.8196;0.8318;0.8196;0.8211;0.7536;0.7806;0.7536;0.7524;0.8667;0.8783;0.8667;0.8655;0.9161;smote;250;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 738};SVC(C=10, probability=True, random_state=738)
