Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.9116;0.9117;0.9116;0.9115;0.9016;0.9061;0.9016;0.9023;0.8667;0.8775;0.8667;0.8687;0.934;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 825};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=825)
RandomForestClassifier;0.9234;0.9242;0.9234;0.9233;0.9279;0.9282;0.9279;0.9279;0.8667;0.883;0.8667;0.8685;0.9858;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 2};RandomForestClassifier(n_estimators=20, random_state=2)
DecisionTreeClassifier;0.9144;0.9149;0.9144;0.9143;0.887;0.8878;0.887;0.887;0.8667;0.8667;0.8667;0.8667;0.9363;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 695};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=695)
RandomForestClassifier;0.926;0.9271;0.926;0.9262;0.9357;0.9359;0.9357;0.9357;0.85;0.8644;0.85;0.8509;0.9856;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 209};RandomForestClassifier(n_estimators=20, random_state=209)
DecisionTreeClassifier;0.9095;0.9098;0.9095;0.9096;0.896;0.8969;0.896;0.896;0.8333;0.8372;0.8333;0.8339;0.9327;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 117};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=117)
KNeighborsClassifier;0.9193;0.9204;0.9193;0.9193;0.9206;0.9217;0.9206;0.9208;0.8167;0.8269;0.8167;0.8174;0.9798;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.9168;0.9181;0.9168;0.9171;0.9183;0.9189;0.9183;0.9185;0.8167;0.8269;0.8167;0.8174;0.98;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
RandomForestClassifier;0.9297;0.9304;0.9297;0.9299;0.929;0.9302;0.929;0.9293;0.8;0.8333;0.8;0.8042;0.986;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 39};RandomForestClassifier(n_estimators=20, random_state=39)
KNeighborsClassifier;0.9178;0.9187;0.9178;0.9178;0.9234;0.9235;0.9234;0.9234;0.7833;0.7934;0.7833;0.7843;0.9802;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
MLPClassifier;0.8214;0.8298;0.8214;0.8203;0.821;0.8375;0.821;0.823;0.75;0.7639;0.75;0.7504;0.9496;smote;3000;no_scaled;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 950, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=950)
