Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8271;0.8361;0.8271;0.8278;0.875;0.8816;0.875;0.8754;0.85;0.8564;0.85;0.8508;0.9386;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8179;0.8287;0.8179;0.8191;0.875;0.8831;0.875;0.8762;0.8333;0.8365;0.8333;0.8339;0.9434;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8256;0.8359;0.8256;0.8267;0.875;0.8821;0.875;0.8762;0.8333;0.8369;0.8333;0.8328;0.938;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8117;0.8189;0.8117;0.8124;0.8542;0.8628;0.8542;0.8559;0.8333;0.838;0.8333;0.8317;0.9426;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8287;0.8382;0.8287;0.829;0.8264;0.842;0.8264;0.8283;0.8167;0.8189;0.8167;0.8174;0.9426;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
KNeighborsClassifier;0.8233;0.8333;0.8233;0.8246;0.7708;0.7745;0.7708;0.771;0.8167;0.8181;0.8167;0.817;0.9431;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8966;0.9001;0.8966;0.8969;0.8958;0.898;0.8958;0.8962;0.8167;0.8167;0.8167;0.8167;0.9722;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 471};RandomForestClassifier(n_estimators=20, random_state=471)
KNeighborsClassifier;0.8148;0.8228;0.8148;0.8157;0.8819;0.8839;0.8819;0.8821;0.8167;0.8248;0.8167;0.8165;0.9387;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
RandomForestClassifier;0.8804;0.8829;0.8804;0.8806;0.8958;0.9;0.8958;0.8962;0.8167;0.8187;0.8167;0.8163;0.9695;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 249};RandomForestClassifier(n_estimators=20, random_state=249)
KNeighborsClassifier;0.8317;0.8417;0.8317;0.833;0.8958;0.8953;0.8958;0.8954;0.8167;0.8187;0.8167;0.8163;0.9398;smote;500;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')
