Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.8741;0.8761;0.8741;0.8743;0.8367;0.8386;0.8367;0.8368;0.8667;0.8829;0.8667;0.8663;0.9649;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=513)
DecisionTreeClassifier;0.881;0.8824;0.881;0.8809;0.8469;0.8473;0.8469;0.847;0.8667;0.888;0.8667;0.8662;0.9675;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=513)
DecisionTreeClassifier;0.8738;0.8759;0.8738;0.8737;0.8639;0.8675;0.8639;0.8633;0.8667;0.888;0.8667;0.8662;0.9634;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 837};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=837)
DecisionTreeClassifier;0.8775;0.88;0.8775;0.8772;0.8571;0.8572;0.8571;0.857;0.8667;0.8774;0.8667;0.8647;0.9653;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 929};DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=929)
RandomForestClassifier;0.881;0.883;0.881;0.881;0.8435;0.8486;0.8435;0.8436;0.8667;0.8841;0.8667;0.8637;0.9735;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 669};RandomForestClassifier(n_estimators=20, random_state=669)
RandomForestClassifier;0.8787;0.8807;0.8787;0.8785;0.8537;0.8546;0.8537;0.8537;0.85;0.8827;0.85;0.8535;0.973;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 855};RandomForestClassifier(n_estimators=20, random_state=855)
DecisionTreeClassifier;0.8704;0.8728;0.8704;0.8702;0.8605;0.8612;0.8605;0.8604;0.85;0.8636;0.85;0.8519;0.9624;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 929};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=929)
RandomForestClassifier;0.8737;0.8747;0.8737;0.8737;0.8639;0.8645;0.8639;0.8641;0.85;0.8752;0.85;0.8517;0.9735;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 654};RandomForestClassifier(n_estimators=10, random_state=654)
RandomForestClassifier;0.8832;0.8864;0.8832;0.8833;0.8776;0.8778;0.8776;0.8774;0.85;0.8752;0.85;0.8517;0.973;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 855};RandomForestClassifier(n_estimators=20, random_state=855)
RandomForestClassifier;0.8813;0.883;0.8813;0.8812;0.8707;0.8726;0.8707;0.8708;0.85;0.8752;0.85;0.8517;0.9716;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 654};RandomForestClassifier(n_estimators=20, random_state=654)
DecisionTreeClassifier;0.8828;0.8844;0.8828;0.8828;0.8367;0.8396;0.8367;0.8362;0.85;0.87;0.85;0.8505;0.965;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 929};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=929)
MLPClassifier;0.8556;0.858;0.8556;0.8553;0.8333;0.8396;0.8333;0.8339;0.85;0.8506;0.85;0.8499;0.964;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 360, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=360)
DecisionTreeClassifier;0.8768;0.8787;0.8768;0.8768;0.8639;0.8674;0.8639;0.864;0.85;0.8517;0.85;0.8498;0.9649;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 929};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=929)
MLPClassifier;0.8477;0.8542;0.8477;0.8477;0.8401;0.8519;0.8401;0.8399;0.85;0.8514;0.85;0.8483;0.963;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 675, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=675)
KNeighborsClassifier;0.8375;0.8453;0.8375;0.8364;0.8639;0.8684;0.8639;0.8638;0.8333;0.8889;0.8333;0.8375;0.9441;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'};"KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
RandomForestClassifier;0.873;0.8745;0.873;0.8729;0.8707;0.874;0.8707;0.8708;0.8333;0.8623;0.8333;0.8372;0.9699;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 669};RandomForestClassifier(n_estimators=20, random_state=669)
RandomForestClassifier;0.8708;0.873;0.8708;0.8707;0.898;0.8985;0.898;0.898;0.8333;0.8743;0.8333;0.8366;0.9712;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 654};RandomForestClassifier(n_estimators=20, random_state=654)
DecisionTreeClassifier;0.8727;0.8751;0.8727;0.8726;0.881;0.8817;0.881;0.8812;0.8333;0.8524;0.8333;0.835;0.9633;smote;1000;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 513};DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=513)
