Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.9198;0.9233;0.9198;0.9197;0.9444;0.9498;0.9444;0.9447;0.85;0.8591;0.85;0.8495;0.9697;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 362};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=362)
DecisionTreeClassifier;0.9243;0.9278;0.9243;0.9244;0.9375;0.9377;0.9375;0.9373;0.85;0.8591;0.85;0.8495;0.9734;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 153};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=153)
DecisionTreeClassifier;0.9228;0.926;0.9228;0.9229;0.9236;0.9259;0.9236;0.9228;0.85;0.8591;0.85;0.8495;0.9722;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 153};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=153)
DecisionTreeClassifier;0.9313;0.9324;0.9313;0.9312;0.9167;0.9165;0.9167;0.9161;0.85;0.858;0.85;0.8492;0.974;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 362};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=362)
RandomForestClassifier;0.9243;0.9254;0.9243;0.9244;0.9653;0.9668;0.9653;0.9651;0.85;0.8724;0.85;0.8487;0.9852;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 493};RandomForestClassifier(n_estimators=10, random_state=493)
RandomForestClassifier;0.9259;0.929;0.9259;0.9259;0.9167;0.9204;0.9167;0.9158;0.85;0.8644;0.85;0.8481;0.9869;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 544};RandomForestClassifier(n_estimators=20, random_state=544)
RandomForestClassifier;0.9352;0.9365;0.9352;0.9352;0.9306;0.9304;0.9306;0.9304;0.85;0.8644;0.85;0.8481;0.9873;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 493};RandomForestClassifier(n_estimators=5, random_state=493)
DecisionTreeClassifier;0.9306;0.9323;0.9306;0.9305;0.9375;0.9371;0.9375;0.9371;0.8333;0.8446;0.8333;0.834;0.9731;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 362};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=362)
DecisionTreeClassifier;0.9282;0.9291;0.9282;0.928;0.9236;0.9242;0.9236;0.9234;0.8333;0.8446;0.8333;0.834;0.9726;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 550};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=550)
DecisionTreeClassifier;0.932;0.9344;0.932;0.9322;0.8958;0.8964;0.8958;0.8943;0.8333;0.8446;0.8333;0.834;0.9727;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 153};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=153)
DecisionTreeClassifier;0.9298;0.9315;0.9298;0.9299;0.9653;0.9651;0.9653;0.9651;0.8333;0.8458;0.8333;0.8338;0.9731;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 153};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=153)
DecisionTreeClassifier;0.9275;0.9311;0.9275;0.9273;0.9236;0.9242;0.9236;0.9234;0.8333;0.8458;0.8333;0.8338;0.972;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 550};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=550)
DecisionTreeClassifier;0.9221;0.924;0.9221;0.9222;0.9444;0.945;0.9444;0.9443;0.8333;0.8458;0.8333;0.8338;0.9734;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 550};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=550)
DecisionTreeClassifier;0.9259;0.9305;0.9259;0.9262;0.9097;0.9157;0.9097;0.91;0.8333;0.8458;0.8333;0.8338;0.9751;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 153};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=153)
DecisionTreeClassifier;0.9182;0.9215;0.9182;0.9183;0.9167;0.9172;0.9167;0.9166;0.8333;0.8383;0.8333;0.8327;0.9685;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 550};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=550)
DecisionTreeClassifier;0.9251;0.9272;0.9251;0.9252;0.9375;0.9394;0.9375;0.937;0.8333;0.8383;0.8333;0.8327;0.9712;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 550};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=550)
