Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
SVC;0.8021;0.8229;0.8021;0.8003;0.8379;0.8383;0.8379;0.8372;0.8167;0.8171;0.8167;0.8144;0.9152;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 654};SVC(C=10, probability=True, random_state=654)
MLPClassifier;0.8212;0.827;0.8212;0.8209;0.8488;0.8492;0.8488;0.8488;0.8;0.7997;0.8;0.7995;0.949;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 871, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=871)
MLPClassifier;0.832;0.8335;0.832;0.832;0.8414;0.8415;0.8414;0.8412;0.8;0.8019;0.8;0.7985;0.9487;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 654, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=654)
SVC;0.8063;0.8266;0.8063;0.8041;0.8241;0.8249;0.8241;0.8241;0.8;0.8019;0.8;0.7985;0.9156;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 720};SVC(C=10, probability=True, random_state=720)
SVC;0.8041;0.8238;0.8041;0.8015;0.831;0.8331;0.831;0.8298;0.8;0.8019;0.8;0.7985;0.9146;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 654};SVC(C=10, probability=True, random_state=654)
SVC;0.7998;0.8209;0.7998;0.7976;0.8625;0.8659;0.8625;0.8633;0.8;0.8019;0.8;0.7985;0.914;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 654};SVC(C=10, probability=True, random_state=654)
SVC;0.8048;0.8252;0.8048;0.8026;0.8345;0.8348;0.8345;0.8322;0.8;0.8019;0.8;0.7985;0.9161;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 1};SVC(C=10, probability=True, random_state=1)
SVC;0.8079;0.8263;0.8079;0.8063;0.8483;0.8495;0.8483;0.8479;0.8;0.8019;0.8;0.7985;0.9136;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 1};SVC(C=10, probability=True, random_state=1)
SVC;0.8025;0.8248;0.8025;0.8007;0.8522;0.8544;0.8522;0.8526;0.8;0.7989;0.8;0.7985;0.9133;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 1};SVC(C=10, probability=True, random_state=1)
SVC;0.8059;0.8255;0.8059;0.8037;0.8454;0.848;0.8454;0.846;0.8;0.8019;0.8;0.7985;0.9141;smote;1000;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'C': 10, 'kernel': 'rbf', 'random_state': 1};SVC(C=10, probability=True, random_state=1)
