Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.8806;0.8816;0.8806;0.8805;0.9034;0.9035;0.9034;0.9035;0.9167;0.9205;0.9167;0.916;0.9638;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 646, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=646)
MLPClassifier;0.8818;0.8821;0.8818;0.8818;0.9276;0.9275;0.9276;0.9272;0.9;0.9027;0.9;0.8998;0.9642;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 965, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=965)
MLPClassifier;0.8833;0.8839;0.8833;0.8831;0.9034;0.905;0.9034;0.9025;0.9;0.9036;0.9;0.8984;0.965;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 646, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=646)
RandomForestClassifier;0.9227;0.9232;0.9227;0.9226;0.9207;0.9226;0.9207;0.92;0.8833;0.8831;0.8833;0.8829;0.9745;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 779};RandomForestClassifier(n_estimators=20, random_state=779)
MLPClassifier;0.8829;0.8838;0.8829;0.8826;0.9172;0.9182;0.9172;0.9166;0.8833;0.8844;0.8833;0.8814;0.9644;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 965, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=965)
MLPClassifier;0.8794;0.8798;0.8794;0.8794;0.89;0.8915;0.89;0.8892;0.8833;0.8844;0.8833;0.8814;0.9654;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 965, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=965)
MLPClassifier;0.8814;0.8816;0.8814;0.8813;0.9069;0.9063;0.9069;0.9064;0.8833;0.8881;0.8833;0.8805;0.9643;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 42, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=42)
MLPClassifier;0.8844;0.8849;0.8844;0.8842;0.9138;0.9173;0.9138;0.913;0.8833;0.8881;0.8833;0.8805;0.9648;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 646, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=646)
MLPClassifier;0.8782;0.8791;0.8782;0.8784;0.9313;0.9323;0.9313;0.931;0.8833;0.8881;0.8833;0.8805;0.966;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 646, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=646)
MLPClassifier;0.8832;0.8837;0.8832;0.883;0.9141;0.9168;0.9141;0.9143;0.8833;0.8881;0.8833;0.8805;0.9659;smote;1000;StandardScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 42, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=42)
