Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8309;0.8385;0.8309;0.8307;0.8406;0.8446;0.8406;0.8401;0.9333;0.939;0.9333;0.9336;0.9459;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 741};RandomForestClassifier(n_estimators=20, random_state=741)
RandomForestClassifier;0.8291;0.8396;0.8291;0.8293;0.8841;0.8889;0.8841;0.8856;0.9333;0.934;0.9333;0.9333;0.9449;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 23};RandomForestClassifier(n_estimators=20, random_state=23)
RandomForestClassifier;0.8437;0.8466;0.8437;0.8437;0.8261;0.8533;0.8261;0.8245;0.9167;0.9212;0.9167;0.9174;0.9492;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 23};RandomForestClassifier(n_estimators=10, random_state=23)
KNeighborsClassifier;0.7506;0.7632;0.7506;0.7497;0.7826;0.7873;0.7826;0.7843;0.9167;0.9195;0.9167;0.917;0.9045;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.8261;0.8337;0.8261;0.8264;0.8406;0.8393;0.8406;0.8391;0.9167;0.9195;0.9167;0.917;0.9438;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 760};RandomForestClassifier(n_estimators=20, random_state=760)
KNeighborsClassifier;0.7552;0.7749;0.7552;0.7554;0.7971;0.8047;0.7971;0.7973;0.9167;0.9195;0.9167;0.917;0.9027;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.7664;0.7877;0.7664;0.766;0.8406;0.857;0.8406;0.8363;0.9167;0.9195;0.9167;0.917;0.9037;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.7554;0.7683;0.7554;0.7552;0.8841;0.8864;0.8841;0.8827;0.9167;0.9195;0.9167;0.917;0.8947;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.7667;0.7823;0.7667;0.7662;0.7971;0.8004;0.7971;0.7911;0.9167;0.9195;0.9167;0.917;0.8963;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.7552;0.7672;0.7552;0.7535;0.8261;0.8357;0.8261;0.8263;0.9167;0.9195;0.9167;0.917;0.9;smote;250;MinMaxScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
