Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.9307;0.931;0.9307;0.9306;0.9141;0.9147;0.9141;0.9139;0.9167;0.9245;0.9167;0.9181;0.9768;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
RandomForestClassifier;0.9277;0.9282;0.9277;0.9276;0.9072;0.9071;0.9072;0.9069;0.9167;0.9245;0.9167;0.9181;0.9758;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 978};RandomForestClassifier(n_estimators=20, random_state=978)
RandomForestClassifier;0.9277;0.9285;0.9277;0.9277;0.9069;0.9076;0.9069;0.9067;0.9167;0.9245;0.9167;0.9181;0.9768;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
RandomForestClassifier;0.9223;0.9228;0.9223;0.9223;0.9345;0.9346;0.9345;0.9344;0.9167;0.9245;0.9167;0.9181;0.9753;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 1};RandomForestClassifier(n_estimators=20, random_state=1)
RandomForestClassifier;0.9208;0.921;0.9208;0.9208;0.9241;0.9246;0.9241;0.9234;0.9167;0.9245;0.9167;0.9181;0.9757;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 654};RandomForestClassifier(n_estimators=20, random_state=654)
RandomForestClassifier;0.9253;0.9259;0.9253;0.9253;0.9175;0.9181;0.9175;0.9176;0.9167;0.9245;0.9167;0.9181;0.9748;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 654};RandomForestClassifier(n_estimators=20, random_state=654)
RandomForestClassifier;0.9258;0.9261;0.9258;0.9257;0.9345;0.9361;0.9345;0.9349;0.9167;0.9245;0.9167;0.9181;0.9753;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 978};RandomForestClassifier(n_estimators=20, random_state=978)
RandomForestClassifier;0.9196;0.9205;0.9196;0.9197;0.9278;0.928;0.9278;0.9277;0.9;0.912;0.9;0.9019;0.9754;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 978};RandomForestClassifier(n_estimators=20, random_state=978)
KNeighborsClassifier;0.881;0.8832;0.881;0.8809;0.9034;0.9033;0.9034;0.9034;0.9;0.913;0.9;0.9019;0.9585;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
RandomForestClassifier;0.9238;0.9246;0.9238;0.9238;0.9276;0.9278;0.9276;0.9274;0.9;0.912;0.9;0.9019;0.9763;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 978};RandomForestClassifier(n_estimators=20, random_state=978)
KNeighborsClassifier;0.8867;0.8888;0.8867;0.8867;0.9038;0.9035;0.9038;0.9032;0.9;0.913;0.9;0.9019;0.9571;smote;1000;MinMaxScaler;['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
