Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.8471;0.8529;0.8471;0.8462;0.8406;0.8463;0.8406;0.8398;0.7667;0.7679;0.7667;0.767;0.9391;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
DecisionTreeClassifier;0.8551;0.8612;0.8551;0.8539;0.8116;0.8258;0.8116;0.8131;0.7667;0.7731;0.7667;0.767;0.9385;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 728};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=728)
DecisionTreeClassifier;0.8488;0.8546;0.8488;0.8481;0.8986;0.8986;0.8986;0.8986;0.7667;0.7679;0.7667;0.767;0.9342;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
DecisionTreeClassifier;0.8567;0.865;0.8567;0.8559;0.8696;0.8719;0.8696;0.8682;0.7667;0.7679;0.7667;0.767;0.9444;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 375};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=375)
DecisionTreeClassifier;0.839;0.84;0.839;0.838;0.8696;0.8775;0.8696;0.8678;0.7667;0.7679;0.7667;0.7645;0.9359;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 375};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=375)
RandomForestClassifier;0.8551;0.8611;0.8551;0.8541;0.8986;0.9079;0.8986;0.8983;0.75;0.7744;0.75;0.7537;0.9643;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 628};RandomForestClassifier(n_estimators=20, random_state=628)
DecisionTreeClassifier;0.8374;0.8424;0.8374;0.8354;0.8406;0.8526;0.8406;0.8422;0.75;0.7656;0.75;0.7524;0.9325;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
DecisionTreeClassifier;0.8437;0.8531;0.8437;0.8429;0.7826;0.8002;0.7826;0.7808;0.75;0.7733;0.75;0.751;0.938;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 375};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=375)
DecisionTreeClassifier;0.8358;0.8404;0.8358;0.8344;0.8841;0.8902;0.8841;0.8846;0.75;0.7536;0.75;0.7509;0.9368;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
RandomForestClassifier;0.855;0.8614;0.855;0.8541;0.8551;0.8533;0.8551;0.8523;0.75;0.7553;0.75;0.7505;0.9651;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 313};RandomForestClassifier(n_estimators=20, random_state=313)
DecisionTreeClassifier;0.8389;0.8485;0.8389;0.8393;0.8116;0.821;0.8116;0.811;0.75;0.7513;0.75;0.7497;0.9407;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 728};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=728)
DecisionTreeClassifier;0.8212;0.8266;0.8212;0.8198;0.8986;0.9022;0.8986;0.8983;0.75;0.7542;0.75;0.7482;0.9366;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
DecisionTreeClassifier;0.8181;0.825;0.8181;0.8157;0.8696;0.8709;0.8696;0.8694;0.75;0.7542;0.75;0.7482;0.939;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 375};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=375)
DecisionTreeClassifier;0.8678;0.8731;0.8678;0.8678;0.8261;0.83;0.8261;0.8263;0.7333;0.7541;0.7333;0.7364;0.9444;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 375};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=375)
RandomForestClassifier;0.8454;0.853;0.8454;0.8442;0.8841;0.8983;0.8841;0.8822;0.7333;0.7399;0.7333;0.7342;0.964;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 628};RandomForestClassifier(n_estimators=5, random_state=628)
DecisionTreeClassifier;0.86;0.8658;0.86;0.8594;0.7681;0.8119;0.7681;0.7622;0.7333;0.7392;0.7333;0.7339;0.9335;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
DecisionTreeClassifier;0.8245;0.8337;0.8245;0.8225;0.8551;0.8549;0.8551;0.8547;0.7333;0.7392;0.7333;0.7339;0.9365;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 728};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=728)
RandomForestClassifier;0.8551;0.8608;0.8551;0.8539;0.913;0.9177;0.913;0.9135;0.7333;0.7346;0.7333;0.7336;0.9669;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 628};RandomForestClassifier(n_estimators=10, random_state=628)
RandomForestClassifier;0.8503;0.8532;0.8503;0.8497;0.8696;0.8689;0.8696;0.8681;0.7333;0.7354;0.7333;0.7334;0.9653;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 313};RandomForestClassifier(n_estimators=20, random_state=313)
DecisionTreeClassifier;0.8358;0.8435;0.8358;0.8345;0.7971;0.8006;0.7971;0.797;0.7333;0.7333;0.7333;0.7333;0.9328;smote;250;no_scaled;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 711};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=711)
