Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
DecisionTreeClassifier;0.9336;0.9367;0.9336;0.9336;0.9028;0.903;0.9028;0.9027;0.8833;0.8884;0.8833;0.8834;0.9797;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 312};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=312)
DecisionTreeClassifier;0.9213;0.9229;0.9213;0.9213;0.9514;0.9576;0.9514;0.9516;0.8833;0.8884;0.8833;0.8834;0.9687;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 312};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=312)
DecisionTreeClassifier;0.9321;0.9339;0.9321;0.9319;0.9306;0.9335;0.9306;0.9294;0.8833;0.8884;0.8833;0.8834;0.9746;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 583};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=583)
KNeighborsClassifier;0.8765;0.8802;0.8765;0.8765;0.9028;0.913;0.9028;0.9037;0.8833;0.884;0.8833;0.8833;0.9622;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
DecisionTreeClassifier;0.9251;0.9281;0.9251;0.9253;0.9236;0.9295;0.9236;0.923;0.8833;0.8891;0.8833;0.8829;0.9701;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 506};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=506)
DecisionTreeClassifier;0.9297;0.9312;0.9297;0.9298;0.9583;0.9587;0.9583;0.9583;0.8833;0.8891;0.8833;0.8829;0.9687;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 506};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=506)
DecisionTreeClassifier;0.9167;0.9197;0.9167;0.9168;0.9514;0.9516;0.9514;0.9512;0.8833;0.8966;0.8833;0.8819;0.9716;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 506};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=506)
DecisionTreeClassifier;0.922;0.925;0.922;0.9223;0.9375;0.9374;0.9375;0.9373;0.8833;0.8966;0.8833;0.8819;0.9726;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 312};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=312)
DecisionTreeClassifier;0.9182;0.9225;0.9182;0.9185;0.9375;0.9434;0.9375;0.9372;0.8667;0.8759;0.8667;0.8668;0.968;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 583};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=583)
MLPClassifier;0.8935;0.9026;0.8935;0.8934;0.8819;0.8872;0.8819;0.8826;0.8667;0.875;0.8667;0.8668;0.9726;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 652, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=652)
