Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.875;0.8783;0.875;0.8753;0.8542;0.8571;0.8542;0.8539;0.85;0.8641;0.85;0.8499;0.9697;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 980};RandomForestClassifier(n_estimators=20, random_state=980)
MLPClassifier;0.8102;0.8198;0.8102;0.8113;0.875;0.8765;0.875;0.8753;0.85;0.8517;0.85;0.8498;0.9442;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 871, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=871)
KNeighborsClassifier;0.8349;0.8416;0.8349;0.8356;0.8333;0.8415;0.8333;0.834;0.85;0.8524;0.85;0.8497;0.9487;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=7, weights='distance')
KNeighborsClassifier;0.831;0.839;0.831;0.8319;0.8542;0.855;0.8542;0.8542;0.85;0.8497;0.85;0.8495;0.9454;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
MLPClassifier;0.8102;0.819;0.8102;0.8106;0.9236;0.9271;0.9236;0.9239;0.85;0.8565;0.85;0.8493;0.9404;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 871, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=871)
RandomForestClassifier;0.8742;0.8773;0.8742;0.8742;0.8542;0.8665;0.8542;0.8563;0.85;0.858;0.85;0.8492;0.9664;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 980};RandomForestClassifier(n_estimators=20, random_state=980)
RandomForestClassifier;0.8827;0.8857;0.8827;0.8829;0.8819;0.882;0.8819;0.8814;0.85;0.8643;0.85;0.8484;0.9701;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 325};RandomForestClassifier(n_estimators=20, random_state=325)
RandomForestClassifier;0.8773;0.8804;0.8773;0.8774;0.8889;0.8894;0.8889;0.8887;0.8333;0.8432;0.8333;0.8333;0.9685;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 949};RandomForestClassifier(n_estimators=20, random_state=949)
KNeighborsClassifier;0.8341;0.841;0.8341;0.8347;0.8264;0.8361;0.8264;0.8285;0.8333;0.8339;0.8333;0.8333;0.9472;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
RandomForestClassifier;0.8866;0.8898;0.8866;0.8867;0.8542;0.8583;0.8542;0.8546;0.8333;0.8339;0.8333;0.8333;0.9696;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 949};RandomForestClassifier(n_estimators=10, random_state=949)
MLPClassifier;0.8203;0.8297;0.8203;0.8211;0.875;0.8753;0.875;0.875;0.8333;0.8357;0.8333;0.8331;0.9431;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 300, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=300)
KNeighborsClassifier;0.8303;0.8372;0.8303;0.8308;0.8542;0.8639;0.8542;0.8541;0.8333;0.8331;0.8333;0.8329;0.9379;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
KNeighborsClassifier;0.8256;0.8339;0.8256;0.8267;0.8819;0.8861;0.8819;0.882;0.8333;0.8341;0.8333;0.8327;0.9449;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
MLPClassifier;0.8063;0.8144;0.8063;0.8067;0.9028;0.9049;0.9028;0.902;0.8333;0.8383;0.8333;0.8327;0.9399;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 300, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=300)
KNeighborsClassifier;0.828;0.8375;0.828;0.8285;0.875;0.8792;0.875;0.876;0.8333;0.8341;0.8333;0.8327;0.9469;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(metric='manhattan', p=1, weights='distance')
MLPClassifier;0.8264;0.8341;0.8264;0.827;0.8264;0.8445;0.8264;0.8285;0.8333;0.8383;0.8333;0.8327;0.9463;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 645, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=645)
RandomForestClassifier;0.8673;0.8716;0.8673;0.8677;0.9167;0.9199;0.9167;0.9165;0.8333;0.8333;0.8333;0.8323;0.9643;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 980};RandomForestClassifier(n_estimators=10, random_state=980)
RandomForestClassifier;0.8835;0.8869;0.8835;0.8841;0.8611;0.8641;0.8611;0.8607;0.8333;0.838;0.8333;0.8317;0.9706;smote;500;StandardScaler;['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 949};RandomForestClassifier(n_estimators=20, random_state=949)
