Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.8162;0.8343;0.8162;0.8143;0.8611;0.8626;0.8611;0.8611;0.85;0.8542;0.85;0.8506;0.9496;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 781, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=781)
MLPClassifier;0.8218;0.8395;0.8218;0.819;0.8542;0.8546;0.8542;0.8543;0.85;0.8542;0.85;0.8506;0.951;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=559)
MLPClassifier;0.8218;0.8418;0.8218;0.8198;0.8889;0.8894;0.8889;0.8889;0.85;0.8542;0.85;0.8506;0.9468;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=559)
MLPClassifier;0.8171;0.8354;0.8171;0.8143;0.8889;0.8957;0.8889;0.8893;0.85;0.8542;0.85;0.8506;0.9494;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=559)
KNeighborsClassifier;0.8441;0.8486;0.8441;0.8433;0.8125;0.8135;0.8125;0.8127;0.85;0.8669;0.85;0.8505;0.9492;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.841;0.8454;0.841;0.8403;0.8472;0.8472;0.8472;0.8471;0.85;0.8583;0.85;0.8497;0.941;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
MLPClassifier;0.8156;0.8313;0.8156;0.8137;0.8611;0.8629;0.8611;0.8609;0.85;0.8505;0.85;0.8489;0.9505;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 855, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=855)
MLPClassifier;0.8233;0.8387;0.8233;0.821;0.8333;0.8344;0.8333;0.8327;0.85;0.8505;0.85;0.8489;0.9494;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 855, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=855)
MLPClassifier;0.8187;0.8365;0.8187;0.816;0.8542;0.855;0.8542;0.8542;0.85;0.8505;0.85;0.8489;0.9493;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=559)
MLPClassifier;0.8203;0.84;0.8203;0.8186;0.9097;0.9117;0.9097;0.9094;0.85;0.8505;0.85;0.8489;0.9482;smote;500;MinMaxScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 559, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=559)
