Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
MLPClassifier;0.9097;0.9118;0.9097;0.9098;0.9034;0.9074;0.9034;0.9039;0.8833;0.9055;0.8833;0.8833;0.9722;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
KNeighborsClassifier;0.887;0.89;0.887;0.8869;0.8866;0.8909;0.8866;0.8875;0.8667;0.873;0.8667;0.8675;0.9567;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=11)
MLPClassifier;0.9085;0.911;0.9085;0.9086;0.8931;0.8932;0.8931;0.8927;0.8667;0.8867;0.8667;0.8672;0.9721;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
MLPClassifier;0.9062;0.9076;0.9062;0.9061;0.9278;0.9294;0.9278;0.9282;0.8667;0.8816;0.8667;0.867;0.971;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
MLPClassifier;0.907;0.9092;0.907;0.9069;0.9172;0.9209;0.9172;0.9171;0.8667;0.896;0.8667;0.8659;0.9704;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 575, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=575)
MLPClassifier;0.9055;0.9081;0.9055;0.9052;0.9244;0.9248;0.9244;0.9245;0.8667;0.896;0.8667;0.8659;0.971;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
MLPClassifier;0.9123;0.9138;0.9123;0.9123;0.8832;0.8865;0.8832;0.8831;0.8667;0.896;0.8667;0.8659;0.9721;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 233, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=233)
MLPClassifier;0.9093;0.9117;0.9093;0.9092;0.9172;0.9178;0.9172;0.9173;0.8667;0.896;0.8667;0.8659;0.9712;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 575, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=575)
MLPClassifier;0.9074;0.9095;0.9074;0.9074;0.9172;0.9181;0.9172;0.9172;0.8667;0.896;0.8667;0.8659;0.97;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
MLPClassifier;0.9166;0.9186;0.9166;0.9165;0.8724;0.8743;0.8724;0.8724;0.8667;0.896;0.8667;0.8659;0.973;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 414, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=414)
