Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8703;0.8753;0.8703;0.8708;0.8819;0.8883;0.8819;0.8838;0.8167;0.8305;0.8167;0.8194;0.964;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 5, 'random_state': 708};RandomForestClassifier(n_estimators=5, random_state=708)
RandomForestClassifier;0.8665;0.8704;0.8665;0.867;0.8819;0.883;0.8819;0.8817;0.8167;0.826;0.8167;0.8187;0.9687;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 708};RandomForestClassifier(n_estimators=20, random_state=708)
RandomForestClassifier;0.865;0.87;0.865;0.8655;0.9028;0.9065;0.9028;0.9033;0.8167;0.8234;0.8167;0.8178;0.9662;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 912};RandomForestClassifier(n_estimators=20, random_state=912)
RandomForestClassifier;0.8742;0.8796;0.8742;0.8747;0.8125;0.8177;0.8125;0.8146;0.8167;0.8234;0.8167;0.8178;0.97;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 912};RandomForestClassifier(n_estimators=20, random_state=912)
RandomForestClassifier;0.8626;0.868;0.8626;0.8633;0.9097;0.9139;0.9097;0.9107;0.8167;0.8234;0.8167;0.8178;0.968;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 912};RandomForestClassifier(n_estimators=20, random_state=912)
KNeighborsClassifier;0.8086;0.8123;0.8086;0.8057;0.875;0.8784;0.875;0.8757;0.8167;0.8208;0.8167;0.8161;0.9325;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
KNeighborsClassifier;0.8056;0.8052;0.8056;0.8;0.875;0.8763;0.875;0.8754;0.8167;0.8208;0.8167;0.8161;0.9323;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=9, weights='distance')
KNeighborsClassifier;0.8217;0.8225;0.8217;0.8189;0.8403;0.8413;0.8403;0.84;0.8167;0.8208;0.8167;0.8161;0.9333;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8272;0.8292;0.8272;0.8263;0.8056;0.8052;0.8056;0.8053;0.8167;0.8163;0.8167;0.8141;0.932;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
KNeighborsClassifier;0.8225;0.8266;0.8225;0.8214;0.8264;0.8282;0.8264;0.8271;0.8167;0.8163;0.8167;0.8141;0.9335;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'};KNeighborsClassifier(weights='distance')
MLPClassifier;0.8356;0.8472;0.8356;0.8355;0.75;0.8131;0.75;0.7546;0.8;0.8416;0.8;0.8017;0.9541;smote;500;no_scaled;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 190, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=190)
