Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
RandomForestClassifier;0.8477;0.8517;0.8477;0.8477;0.8724;0.8729;0.8724;0.8726;0.8667;0.8737;0.8667;0.8625;0.9528;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 207};RandomForestClassifier(n_estimators=20, random_state=207)
KNeighborsClassifier;0.8297;0.8366;0.8297;0.829;0.8552;0.8558;0.8552;0.8547;0.85;0.8541;0.85;0.8473;0.9331;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
DecisionTreeClassifier;0.8488;0.8513;0.8488;0.849;0.7897;0.7891;0.7897;0.7886;0.85;0.8483;0.85;0.8467;0.9447;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 326};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=326)
MLPClassifier;0.8511;0.8524;0.8511;0.8505;0.8379;0.8434;0.8379;0.8386;0.85;0.8523;0.85;0.8466;0.9554;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 182, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=182)
MLPClassifier;0.8503;0.8514;0.8503;0.8502;0.8414;0.8412;0.8414;0.8412;0.85;0.8523;0.85;0.8466;0.9554;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 709, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=709)
MLPClassifier;0.8557;0.8569;0.8557;0.8553;0.8069;0.8088;0.8069;0.8066;0.85;0.8523;0.85;0.8466;0.9582;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_iter': 100000, 'random_state': 182, 'solver': 'adam'};MLPClassifier(max_iter=100000, random_state=182)
KNeighborsClassifier;0.8254;0.8299;0.8254;0.8249;0.8419;0.8432;0.8419;0.8412;0.85;0.8587;0.85;0.8461;0.9288;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8259;0.8289;0.8259;0.8253;0.8724;0.873;0.8724;0.8726;0.85;0.8587;0.85;0.8461;0.9329;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
DecisionTreeClassifier;0.8511;0.8547;0.8511;0.8508;0.8207;0.8247;0.8207;0.8201;0.85;0.8514;0.85;0.8458;0.9483;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 326};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=326)
DecisionTreeClassifier;0.8454;0.8484;0.8454;0.8454;0.8345;0.836;0.8345;0.8331;0.85;0.8514;0.85;0.8458;0.9463;smote;1000;StandardScaler;['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N'];10;{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 780};DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=780)
