Algorithm;Train Accuracy;Train Precision;Train Recall;Train F1 Score;Test Accuracy;Test Precision;Test Recall;Test F1 Score;Val. Accuracy;Val. Precision;Val. Recall;Val. F1 Score;AUC;Bal. Strategy;SMOTE Instances;Scale;Features;Folds;Hyper Params.;Model
KNeighborsClassifier;0.8381;0.8427;0.8381;0.8374;0.8969;0.9002;0.8969;0.8976;0.85;0.8579;0.85;0.8507;0.9299;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
KNeighborsClassifier;0.8396;0.8452;0.8396;0.8396;0.8621;0.8649;0.8621;0.8628;0.8333;0.8489;0.8333;0.8352;0.9276;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=13)
RandomForestClassifier;0.8702;0.8768;0.8702;0.8707;0.8379;0.8387;0.8379;0.8372;0.8333;0.8348;0.8333;0.8337;0.9543;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 421};RandomForestClassifier(n_estimators=20, random_state=421)
KNeighborsClassifier;0.8419;0.8469;0.8419;0.8411;0.8759;0.8812;0.8759;0.8772;0.8167;0.8373;0.8167;0.8184;0.9313;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'uniform'};KNeighborsClassifier(n_neighbors=13)
KNeighborsClassifier;0.8458;0.849;0.8458;0.846;0.8379;0.8433;0.8379;0.8376;0.8167;0.8253;0.8167;0.8183;0.93;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8385;0.8444;0.8385;0.8385;0.8828;0.8838;0.8828;0.8828;0.8167;0.8315;0.8167;0.8181;0.9365;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=15, weights='distance')
RandomForestClassifier;0.8691;0.8721;0.8691;0.8693;0.8345;0.841;0.8345;0.8353;0.8167;0.8224;0.8167;0.8181;0.9545;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 10, 'random_state': 953};RandomForestClassifier(n_estimators=10, random_state=953)
KNeighborsClassifier;0.8346;0.8397;0.8346;0.8347;0.8625;0.863;0.8625;0.8624;0.8167;0.8315;0.8167;0.8181;0.9302;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=11, weights='distance')
KNeighborsClassifier;0.8374;0.8412;0.8374;0.8351;0.8138;0.8261;0.8138;0.8156;0.8167;0.8315;0.8167;0.8181;0.9363;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'};KNeighborsClassifier(n_neighbors=13, weights='distance')
RandomForestClassifier;0.8633;0.8666;0.8633;0.8633;0.8832;0.8854;0.8832;0.8836;0.8167;0.8224;0.8167;0.8173;0.9514;smote;1000;StandardScaler;['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N'];10;{'n_estimators': 20, 'random_state': 17};RandomForestClassifier(n_estimators=20, random_state=17)
